"userID","eventID","status","location_score"
10208087026644044,141783372845728,1,2.39272810417529
773330646112734,411662922360897,1,9.96491323324125
427463854124684,890545864386215,1,4.78288646550286
184243938587150,1080101832022591,1,9.12939715253098
535137073315462,802887543069782,1,1.99146811412326
1732962863593662,982290421810279,1,2.38434627141301
708414719258002,587786681361995,1,1.58475136905413
469398059935128,802887543069782,1,2.39262806602659
889954657778233,511804775649731,1,2.38565864722436
474118289441946,508147322683858,1,2.38585760973545
523513861157679,922981211110550,1,0
1706159639595468,453667674816044,1,1.99253722798224
208501676148665,1035314519836199,1,3.58395376253272
878544422259357,857622540975972,1,3.18349079182732
1094488220561389,311755245655422,1,2.39094737451244
128541460842924,117378128624899,1,2.38824302334872
10207963509542492,738555442944145,1,3.58758009706714
642979752508325,347861952089823,1,2.38504513002707
1508599076105528,905008766246226,1,1.19462631809888
587710671382257,1648052285418189,1,5.17430339940571
10208234558489760,617788491694733,1,2.39192522804592
10154321324818976,1862289050664286,1,1.59576773170679
10207996027920444,519090021584170,1,1.70030376208824e-23
1497516140543169,802887543069782,1,4.3812849932425
931551573605691,874334249323234,1,1.98882747874656
10206986654458100,805947839515103,1,1.58923439673335
731425573668695,874334249323234,1,2.387266792522
1624455717818867,157307111289538,1,1.98830501849341
547516175423930,874334249323234,1,2.38752235313633
493639604146555,1006657816062381,1,1.59411000243637
743179219148011,905008766246226,1,3.18676116375455
10153276223956818,905008766246226,1,4.77658968647105
10153130330237600,905008766246226,1,1.9923253995531
878544422259357,587786681361995,1,3.1654158234782
744647905668436,1573780222895939,1,5.97618420805088
1673292516217999,508147322683858,1,1.99165317625126
850578408389220,857622540975972,1,1.19459078191623
10153807490879052,482838738558603,1,1.19604518293979
643211952487193,874334249323234,1,1.59320587293277
191860567816048,910059795737600,1,7.96966031671584
1932844666941562,508147322683858,1,1.19478509061888
10206701344885306,1862289050664286,1,2.79080538732055
1111298315547827,497540377073623,1,5.18002828242907
1648463938763389,494764264037412,1,1.99354237024759
1687617991524721,508147322683858,1,2.38783769424893
1491763074462741,1495218810806969,1,1.59380492262042
754747988004343,1647507122170549,1,1.58935046176219
467894660064257,975449605847497,1,3.1895648740346
493639604146555,802887543069782,1,1.59405245670784
760338004097228,1035314519836199,1,3.18749159390908
552519028236898,527385800759438,1,2.38142764773501
1673453309568785,587786681361995,1,1.58574710817265
1636642089919744,857622540975972,1,1.99027418344918
1042628312454522,1048580948520263,1,1.59539963417184
1520683351575003,553707154776476,1,13.1511851159712
895933887181307,995025613883488,1,5.57244902828035
914452511943725,311755245655422,1,4.38065120215394
687356394734022,905008766246226,1,1.19414812155925
825568154218668,934528249967335,1,6.38085370650038
563282753836927,171069349914286,1,1.59348851031345
1203298573017760,1647507122170549,1,1.98449523657389
10153048340186370,1513489878975889,1,1.99369579832634
1369618623052388,1642998415970980,1,3.58464246567445
438770566311705,587786681361995,1,1.98578878570048
1092256214127205,904360302946503,1,1.19575365181999
851792678272857,311755245655422,1,1.59361802388859
1481715035468878,508147322683858,1,1.5943319674316
10201000202243140,206548529678471,1,1.99248539988112
10153716337652708,995025613883488,1,1.19537261352562
10153633400425090,874835075904840,1,1.99331126306681
529452507222509,1708970406004977,1,3.58257520218951
1656655851269317,857622540975972,1,5.96155322291841
748156871994455,1515953172065039,1,1.98939754591767
190802747923257,608762552594198,1,3.58110374128995
198074330531022,553707154776476,1,0.795840372623573
1668948343347366,494764264037412,1,7.56865264057776
711196992346902,1006657816062381,1,2.38988079733436
788317357957045,1515953172065039,1,3.58229352127142
698375650299059,406829072835666,1,1.59261078914678
128312900865596,983628185032105,1,2.39135064015769
10153784229920844,482838738558603,1,2.79020910933119
484291718409248,587786681361995,1,2.38031978949021
1646841375578580,424468137738057,1,7.17576365731506
1094488220561389,398686067005910,1,2.39340868982293
1015583565168117,2147949678679083,1,4.78461730771631
716852681749650,1162044413810114,1,4.78629912013923
1930036233887304,553707154776476,1,3.18918117424612
490917987736402,503013489880764,1,3.5871297742161
763511273776237,1647507122170549,1,1.59368364325686
10208405224394930,705312679603964,1,1.59371585433796
928023503944144,1651077358490304,1,2.78800783108577
743179219148011,1495643027398937,1,3.75962397746019e-23
1501856920142105,1530342330623823,1,6.74921050617429
697756486990746,430795103770759,1,0.797819913039245
10203920567654304,857622540975972,1,1.19316739998265
167356060281700,157307111289538,1,1.98973188489678
1667642960158946,424468137738057,1,3.98325978535079
500861113420487,147933212231456,1,4.34091508724032
1524796727831561,1008718879187726,1,1.19664305774499
760338004097228,1634811676806312,1,3.1869110971792
173533356327149,587786681361995,1,3.16942871986308
1651039205145680,942502089120677,1,2.45533070121217e-23
1264816113545179,1507447266249110,1,2.78791670500577
1481712312137521,1635747950032736,1,2.79055186745311
1077499932268266,857622540975972,1,1.19533711821671
1696191737269259,157307111289538,1,1.58280819999358
484346231726681,1712903448943953,1,3.18703713018654
987728801294374,511804775649731,1,5.56560859247357
892107137542838,587786681361995,1,0.792537141767081
1064310963601956,1603681763223750,1,2.38401958905026
515950941898153,410271959178819,1,1.99188085212026
1638369666436552,1035314519836199,1,2.78917820877417
631998980273148,406829072835666,1,1.19448578842367
1661057060808661,1676855795934448,1,1.9931217566558
459763414224128,587786681361995,1,1.58394122401177
1254177317933110,983628185032105,1,1.19648371931722
10153245622198310,1683796151836864,1,3.98424231745809
1673453309568785,1647507122170549,1,1.5919390653235
1674156579463035,545198285638570,1,3.94483683674691
931874233549485,587786681361995,1,3.56737396905196
1505969059702279,890545864386215,1,11.5573927298016
10153675682520196,1500362113591255,1,2.39188342276264
1720652581497239,157307111289538,1,1.99234652774271
1658807861043817,117378128624899,1,1.59435983767124
1714050622159977,511804775649731,1,1.58997292500722
1514932742152920,587786681361995,1,2.378280395077
940513156041736,1647507122170549,1,1.98694685010539
474494562754927,1647507122170549,1,1.98462448132981
545905358906654,927075350720723,1,1.58813225815447
1640790422861132,511804775649731,1,1.1917502712866
495946033916246,758846707577663,1,2.39365355827549
171160366569555,913726102016230,1,11.5580277280417
194057864264889,508147322683858,1,1.98857840205733
10153710102894362,508147322683858,1,5.18348116377988
489106891271298,874334249323234,1,3.58088374291718
499259940254124,511804775649731,1,2.78286207271609
559615954200736,450414055140293,1,1.99236305613724
1699349833629920,527385800759438,1,2.38072668574936
1666883243555497,982290421810279,1,3.17864346024933
10206591154950032,736854409753137,1,3.98083868817505
1716829768546132,157307111289538,1,1.98340984128753
1272833452742224,545198285638570,1,1.97060805492136
10100186504575452,874835075904840,1,2.39273179780315
926381767410064,857622540975972,1,2.78279897016929
1508379056156880,527385800759438,1,1.81510736690821
932245216811864,1300065630019579,1,1.59576903885033
962139857158464,545198285638570,1,2.3728834519287
1711356922428248,553707154776476,1,2.39084909578822
507563852747117,802887543069782,1,3.18894778913898
785071091639400,874334249323234,1,1.99052623381722
733407046759445,857622540975972,1,1.98779189039571
1671696479768381,1635747950032736,1,2.78781753718469
719065998237524,347861952089823,1,1.19634033154497
737701309662788,857622540975972,1,8.36219521930839
161080900912997,1514772282153569,1,1.99173534343054
921156801314399,1164280260255705,1,2.38859975241783
1639987146252693,1483723631934208,1,1.9911022090833
10204729072301058,1136662996361958,1,0
10156140617200234,985219994862772,1,1.59499781462184
563282753836927,977637265608801,1,0
10153741069899468,1642998415970980,1,1.98934529776177
1643389319253426,420322011496986,1,2.39141078955391
1646438118961908,983628185032105,1,7.98195542509731
1111298315547827,983628185032105,1,5.17901600191985
190758377929135,406829072835666,1,1.59129260767896
1687268201496255,1035314519836199,1,1.99097966890193
539326799554165,631984013611089,1,7.57457843666872
551934978296072,1712903448943953,1,3.98567896752878
10208420553861558,796359963823801,1,2.79111402479999
1530719623918188,905008766246226,1,3.18483800126773
177780089237166,795999260515174,1,2.38952569714404
818455904929727,455637751283813,1,2.39089327997172
641011606001289,511804775649731,1,9.13776594611027
10153605854314404,617788491694733,1,2.39168362631375
825568154218668,157307111289538,1,6.37102853616525
737701309662788,441791196018550,1,8.36284282519936
1523646067952998,482838738558603,1,1.98869697387593
10153087578571528,874835075904840,1,1.99469938466185
1638369666436552,587786681361995,1,2.7772592402891
836540786464709,411662922360897,1,2.3927877302191
869898869784743,587786681361995,1,2.37927673288248
10153004755491600,1136662996361958,1,0
427463854124684,942145629156651,1,4.77361906717692
133858413643559,983628185032105,1,3.58695070507454
1200273693321115,1483723631934208,1,2.78450619724894
844371862346731,983628185032105,1,8.3632943297294
171534213198113,983628185032105,1,9.96065073076145
742711882501236,1512043439095614,1,11.5628754907163
1765457727015028,802887543069782,1,0.795009185010349
931874233549485,1743389909222551,1,3.58540976548689
1910318259193873,795999260515174,1,5.18013951638305
646919525448406,983628185032105,1,1.1966670229119
1678509485738566,1647507122170549,1,1.99046679211574
10208020264844684,487623601362936,1,7.97274511652885
997920286939577,736854409753137,1,1.59465140288179
556693517816892,1658552184361587,1,4.38553561394692
10208078682148132,114129678945593,1,3.98826712576391
1485198025121211,1530342330623823,1,2.38503190768395
1512416739084866,527385800759438,1,7.53079377260632
10206940758694626,758846707577663,1,3.58984836166866
1643446812595589,1643381175903642,1,1.59227745340907
523483477808212,133798883645899,1,5.18104425867159
1639584749662644,1162044413810114,1,3.98052683575583
535137073315462,553707154776476,1,1.99211923976049
10153395973948004,1444541289196810,1,2.39190176887945
10156254955480254,1136662996361958,1,0
406632259535745,874334249323234,1,1.59048574288974
737701309662788,494764264037412,1,8.37274106614414
742674219199963,1560166957556972,1,5.1803475790912
1725778104317661,551504168321268,1,6.77285217366396
1188607327823189,802887543069782,1,1.59553486696408
173533356327149,905008766246226,1,3.18313030139377
433606973494655,494764264037412,1,1.59427296536502
10205166958160524,564214203736354,1,1.99416008353001
1633105003608340,982290421810279,1,2.78737702225521
1646841375578580,1647507122170549,1,7.17004857937273
844371862346731,608762552594198,1,8.3624837868056
1524582311198491,508147322683858,1,3.59597839838886
1653587124920347,424468137738057,1,5.57593508696791
547643035385173,914116092001142,1,2.77970248176497
10153736767877580,587786681361995,1,1.58417482695987
169831813367942,157307111289538,1,1.19449698396907
1520683351575003,540286862788351,1,13.1454622193808
1633352696938851,1676855795934448,1,3.18710466644157
924164661010746,553707154776476,1,1.59226979742386
184243938587150,424468137738057,1,9.16650198571661
1503297083304581,1521727101485445,1,19.4938553659845
1730701060492919,867754930012766,1,4.78209366540765
478602778968260,802887543069782,1,2.78990452476806
