"userID","eventID","status","time_score"
10208234558489760,1162044413810114,1,0
769990746444431,1504836836482814,1,0.223400041535863
412039719004284,553707154776476,1,0
175831896097425,564214203736354,1,0
523483477808212,1647507122170549,1,0.821924793874435
1725778104317661,482838738558603,1,0.0329287820852485
666390466796788,1672166549701268,1,0
457613797776937,1515953172065039,1,0
873366629437441,857622540975972,1,0.225566579284567
469001606618204,157307111289538,1,0.394210331820825
515246135302389,406829072835666,1,0.143222974807887
1674156579463035,406829072835666,1,0.554243064142132
191860567816048,1517252088592543,1,0
867462980017143,538279132989832,1,0.598997442916425
1138971446113805,482838738558603,1,0.473776497658662
127899517575510,857622540975972,1,0.67147403082399
10207963509542492,157307111289538,1,0.221162934232346
594932890644869,1698245300413118,1,0.0859073559175115
1505969059702279,347861952089823,1,0.504869542449587
556386637852586,189594248051014,1,0.774761371915946
10208078682148132,482838738558603,1,0.111386479838528
10153868264978394,1229112313782698,1,0
10207963509542492,1625854811001049,1,0
1501856920142105,427989960731914,1,0.508196052779336
921575151231746,959475154113973,1,0
10207127847588396,975449605847497,1,0
726783144121341,587786681361995,1,0.835978835978836
1523529171293144,505404526303554,1,0
536429096515668,553707154776476,1,0
489106891271298,874334249323234,1,0
742711882501236,1514772282153569,1,0.104631049489512
10153245622198310,1623749834542763,1,0
10153041441842692,874835075904840,1,0
867080830071921,983628185032105,1,0.532803362723026
742711882501236,1641671362774614,1,0
1660743537535575,905008766246226,1,0.448044076429755
837784366335198,157307111289538,1,0.510408490253715
10153751415924284,1515953172065039,1,0
594932890644869,1708970406004977,1,0.13583145623104
184243938587150,496036427268213,1,0
1802021953358265,975449605847497,1,0
10205719556888440,995025613883488,1,0.374437304201154
1138971446113805,1708970406004977,1,0.163846384103808
1638369666436552,1035314519836199,1,0.766367216350005
1666942073552391,977637265608801,1,0
1492058511100215,1483723631934208,1,0.27277236279499
742711882501236,995025613883488,1,0.265114079876506
450738748448749,1800241690202920,1,0
10208059095264416,1225088244174418,1,0
742711882501236,947082921995712,1,0
540261832809791,171069349914286,1,0
1658807861043817,406829072835666,1,0.828567934870182
1523731894619534,587786681361995,1,0.705570349821866
1057105014307763,1676329352608101,1,0.274883253097619
1505969059702279,982290421810279,1,0
872186099559377,802887543069782,1,0
879377685511426,2111249605680682,1,0
634638469972286,1515953172065039,1,0
777401619073114,982290421810279,1,0
548892231931724,414057348785375,1,0.428550073079736
1207500492600083,494764264037412,1,0.246807020936919
10100186504575452,141783372845728,1,0
1262477510445433,553707154776476,1,0
431568943719678,503234193169664,1,0
1110211555664753,482838738558603,1,0.596236749271961
10208020264844684,985219994862772,1,0.738891739556963
1264816113545179,2147949678679083,1,0.0938233281301002
10154517926014896,857622540975972,1,0.758287544405155
10153633400425090,1521068511540029,1,0
10153414105677772,420322011496986,1,0.425628265379374
515246135302389,634117280063183,1,0.877058019307029
1641268906161436,509992435843792,1,0.594225082166566
742711882501236,1667371076875337,1,0.189968080294847
184243938587150,1667371076875337,1,0.089183652026954
189917894683001,1504836836482814,1,0.316778206409073
1654603448137988,1507447266249110,1,0.257382491997028
656073034532759,2147949678679083,1,0.0956073628153044
771151099681189,1505314403101681,1,0
641011606001289,775060535938975,1,0.323837396728552
127899517575510,551504168321268,1,0
10153737899247416,545198285638570,1,0
473057772881230,1676521435919011,1,0.851439698320699
1628952527355431,1419793634991801,1,0.13856406460551
1110211555664753,1490608407901635,1,0
1008365305886176,1512043439095614,1,0
666390466796788,519090021584170,1,0
1723085601253037,426995257494915,1,0
484056645108661,934528249967335,1,0.378007676355429
742711882501236,587786681361995,1,0.877880103641539
878544422259357,905008766246226,1,0.195852664537319
901162646645061,1643381175903642,1,0
737701309662788,460003130868144,1,0.219818381397694
1492058511100215,411662922360897,1,0
641011606001289,1017664094920484,1,0
10201015086295200,494764264037412,1,0
144691249221157,983628185032105,1,0.81317279836453
1653587124920347,595595830581398,1,0.321650168244256
495668803924783,587786681361995,1,0.723189063321277
1517580485219420,1035314519836199,1,0.340206908719886
742711882501236,1650607558527327,1,0.0784732871171342
171160366569555,638776259596185,1,0
1635523966717207,411662922360897,1,0
1216804721669942,519090021584170,1,0.0877336937431208
1240794062603397,553707154776476,1,0
1076260289050641,1618375311754579,1,0
1663033437300136,802887543069782,1,0
470525663152772,1635667590055386,1,0.0950586375786717
975970165801193,857622540975972,1,0.965380871611162
853789684741589,1635667590055386,1,0.138675049056307
1059452377407822,1683796151836864,1,0
