"userID","eventID","status","word_score"
10208234558489760,1162044413810114,1,0.247324922316686
769990746444431,1504836836482814,1,0.254866927512021
412039719004284,553707154776476,1,0.198348969684925
175831896097425,564214203736354,1,0.488735107846207
523483477808212,1647507122170549,1,0.296615911921093
1725778104317661,482838738558603,1,0.323579183835463
666390466796788,1672166549701268,1,0.0633043883563778
457613797776937,1515953172065039,1,0.0916153691915888
873366629437441,857622540975972,1,0.106881489974659
469001606618204,157307111289538,1,0.214011753225735
515246135302389,406829072835666,1,0.350757144479734
1674156579463035,406829072835666,1,0.151289713144483
191860567816048,1517252088592543,1,0.271824917429543
867462980017143,538279132989832,1,0.24230521834667
1138971446113805,482838738558603,1,0.35838761989278
127899517575510,857622540975972,1,0.184793695001675
10207963509542492,157307111289538,1,0.21862070907582
594932890644869,1698245300413118,1,0.185095502255217
1505969059702279,347861952089823,1,0.150997449331397
556386637852586,189594248051014,1,0.211327094172527
10208078682148132,482838738558603,1,0.294248841745489
10153868264978394,1229112313782698,1,0.433748830424043
10207963509542492,1625854811001049,1,0.333870512875172
1501856920142105,427989960731914,1,0.262672054394135
921575151231746,959475154113973,1,0.0999562908817549
10207127847588396,975449605847497,1,0.171333796198158
726783144121341,587786681361995,1,0.214643901112663
1523529171293144,505404526303554,1,0.254477805511906
536429096515668,553707154776476,1,0.354007140704141
489106891271298,874334249323234,1,0.358780544411823
742711882501236,1514772282153569,1,0.355441205231954
10153245622198310,1623749834542763,1,0.141519683971449
10153041441842692,874835075904840,1,0.140574099806029
867080830071921,983628185032105,1,0.202456345438794
742711882501236,1641671362774614,1,0.264712758708953
1660743537535575,905008766246226,1,0.228090846653781
837784366335198,157307111289538,1,0.233748695525018
10153751415924284,1515953172065039,1,0.0536899559349719
594932890644869,1708970406004977,1,0.187577125688841
184243938587150,496036427268213,1,0.160264671293866
1802021953358265,975449605847497,1,0.121403487797172
10205719556888440,995025613883488,1,0.289813809526977
1138971446113805,1708970406004977,1,0.20352750744614
1638369666436552,1035314519836199,1,0.123448033105205
1666942073552391,977637265608801,1,0.251635236612523
1492058511100215,1483723631934208,1,0.239150785622632
742711882501236,995025613883488,1,0.316523377889272
450738748448749,1800241690202920,1,0.229089655216665
10208059095264416,1225088244174418,1,0.291979955662078
742711882501236,947082921995712,1,0.0966668114734504
540261832809791,171069349914286,1,0
1658807861043817,406829072835666,1,0.223388016494956
1523731894619534,587786681361995,1,0.193881259113502
1057105014307763,1676329352608101,1,0.236916017412185
1505969059702279,982290421810279,1,0.284707612575503
872186099559377,802887543069782,1,0.167942962925553
879377685511426,2111249605680682,1,0.225004363051621
634638469972286,1515953172065039,1,0.0790680390365511
777401619073114,982290421810279,1,0.376218719658731
548892231931724,414057348785375,1,0.190448024687949
1207500492600083,494764264037412,1,0.280567995064839
10100186504575452,141783372845728,1,0.319264207917766
1262477510445433,553707154776476,1,0.263526548174471
431568943719678,503234193169664,1,0.239829620267727
1110211555664753,482838738558603,1,0.165446227868016
10208020264844684,985219994862772,1,0.151067306238374
1264816113545179,2147949678679083,1,0.136218536085599
10154517926014896,857622540975972,1,0.141241600192581
10153633400425090,1521068511540029,1,0.427611761724956
10153414105677772,420322011496986,1,0.394566974846089
515246135302389,634117280063183,1,0.379398142592089
1641268906161436,509992435843792,1,0.338754987744029
742711882501236,1667371076875337,1,0.271034342796451
184243938587150,1667371076875337,1,0.1931881671338
189917894683001,1504836836482814,1,0.260791283908384
1654603448137988,1507447266249110,1,0.178050981943346
656073034532759,2147949678679083,1,0.0986851183450526
771151099681189,1505314403101681,1,0.292985914264746
641011606001289,775060535938975,1,0.326620784091303
127899517575510,551504168321268,1,0.131869574352532
10153737899247416,545198285638570,1,0.228530821103955
473057772881230,1676521435919011,1,0.193915878758147
1628952527355431,1419793634991801,1,0.406900449448561
1110211555664753,1490608407901635,1,0
1008365305886176,1512043439095614,1,0.109743941404974
666390466796788,519090021584170,1,0.116691817468456
1723085601253037,426995257494915,1,0.413929249723229
484056645108661,934528249967335,1,0.206642784091567
742711882501236,587786681361995,1,0.116119995033051
878544422259357,905008766246226,1,0.148208631705094
901162646645061,1643381175903642,1,0.140944051342757
737701309662788,460003130868144,1,0.167455025881387
1492058511100215,411662922360897,1,0.0588140315515204
641011606001289,1017664094920484,1,0.19407541031531
10201015086295200,494764264037412,1,0.22603436981023
144691249221157,983628185032105,1,0.121178549979829
1653587124920347,595595830581398,1,0.266032059753241
495668803924783,587786681361995,1,0.14654208591027
1517580485219420,1035314519836199,1,0.0261598057656737
742711882501236,1650607558527327,1,0.319013469789335
171160366569555,638776259596185,1,0.104480313898171
1635523966717207,411662922360897,1,0.061506684522821
1216804721669942,519090021584170,1,0.259970837202538
1240794062603397,553707154776476,1,0.289316789591725
1076260289050641,1618375311754579,1,0.170428490812901
1663033437300136,802887543069782,1,0.116068866697828
470525663152772,1635667590055386,1,0.221122645306042
975970165801193,857622540975972,1,0.191020118118701
853789684741589,1635667590055386,1,0.244087689914698
1059452377407822,1683796151836864,1,0.266954223424081
500861113420487,1035314519836199,1,0.235596659392271
1521769931482549,157307111289538,1,0.233291488686707
572161542937082,905008766246226,1,0.549055296967226
1646438118961908,192475747754735,1,0.340023615612124
449445798585494,482838738558603,1,0.223423616216539
1216804721669942,1514772282153569,1,0.244522567169113
10102750816468698,553707154776476,1,0.142065301486224
1654603448137988,1483723631934208,1,0.339374639131992
1654603448137988,117378128624899,1,0.316786240955798
901162646645061,1722593361302843,1,0.190454599371897
1497516140543169,802887543069782,1,0.0569966436356401
10153350961903406,1521068511540029,1,0.462459534687081
1667642960158946,934528249967335,1,0.272153162613771
1640490862888349,482838738558603,1,0.282897958757148
1666942073552391,511804775649731,1,0.372122434845616
1503297083304581,1643381175903642,1,0.176823059081221
904674892934101,157307111289538,1,0.214066436415582
466007660245159,634117280063183,1,0.161614937187964
529452507222509,157307111289538,1,0.368115810090659
1523529171293144,1661877344092892,1,0.213315318456387
484346231726681,802887543069782,1,0.202776891033594
154711438221800,1658552184361587,1,0.239687280331012
188774291465079,587786681361995,1,0.126563370187666
10153350961903406,1419793634991801,1,0.356679221662123
10205719556888440,460003130868144,1,0.27196475928417
493132844181060,1648052285418189,1,0.23752437928014
541041122729517,587786681361995,1,0.169801515870859
1658807861043817,117378128624899,1,0.193070177182877
10205718333372740,625905840883347,1,0.369200853231644
10203630983613656,795999260515174,1,0.294906498658583
1666942073552391,508147322683858,1,0.329089459242715
1216804721669942,505817212923414,1,0.308461601487119
1716829768546132,982290421810279,1,0.208901686271321
878544422259357,1656401337951247,1,0.145119756837188
1492874941014083,1118925088119512,1,0.0513373577256149
898788390170824,905008766246226,1,0.190404522043603
921575151231746,802887543069782,1,0.220026705482171
1663033437300136,508147322683858,1,0.105565620502168
496744447165828,148966468795177,1,0
758037080968079,1514772282153569,1,0
714714581993034,795999260515174,1,0.143618656459297
1649583141928958,1573780222895939,1,0.208069343716874
657825667692595,893238854063197,1,0.262159275085179
716852681749650,1483723631934208,1,0.195540871639173
142515806113859,983628185032105,1,0.156760572067148
874434149330288,553707154776476,1,0.236961339802893
1521130751535783,983628185032105,1,0.164551665914558
10154517926014896,905008766246226,1,0.320822189660011
10153737899247416,1647213525551952,1,0.269514218580351
542864939199605,511804775649731,1,0.310941051241006
10153425952533532,1650607558527327,1,0.587527441646406
1523529171293144,1517252088592543,1,0.318370975931643
1530719623918188,157307111289538,1,0.369841552934604
1094488220561389,156832861335620,1,0.294296262149256
183303732011968,508147322683858,1,0.288750714085803
1654603448137988,1640768362814765,1,0.367767008793464
520184324811726,1647507122170549,1,0.131562165930443
535834386574516,890545864386215,1,0.166000349040392
1730701060492919,1643381175903642,1,0.19974226795959
1510819109244921,931978370186855,1,0.164650815610301
171160366569555,424468137738057,1,0.102470594149246
771151099681189,553707154776476,1,0.362868891132852
567767733372047,1284046531620841,1,0.294125828925129
10153004755491600,1225088244174418,1,0.379592108805546
771505632953533,1573780222895939,1,0.351145369911726
10203630983613656,455637751283813,1,0.297609863181692
1505969059702279,192475747754735,1,0.216922517290411
1730701060492919,867754930012766,1,0.275241477278368
1520683351575003,1162044413810114,1,0.0843113741839963
771505632953533,874334249323234,1,0.333134645289603
825568154218668,1557137024539335,1,0.184290385907311
1719199448311480,175717846112495,1,0.119586912383345
218413778490224,857622540975972,1,0.153881764002281
133858413643559,905008766246226,1,0.34775543633604
1143885928974082,795999260515174,1,0.169657165797104
777188089076714,1517636418547610,1,0.220131192233883
166359100384831,424468137738057,1,0.200014862891468
726783144121341,1195426057139585,1,0
1667642960158946,1635747950032736,1,0.188276561733309
879377685511426,148966468795177,1,0.327104411758727
1668948343347366,553707154776476,1,0.301207397534662
585266574953652,983628185032105,1,0.125040758384876
1647618032193437,482838738558603,1,0.335182812598051
1520152658305066,406829072835666,1,0.256736516038979
931874233549485,802887543069782,1,0.231147911125017
539229266235695,874334249323234,1,0.336961867104706
10201144172402116,1650760668536515,1,0.19872119167425
1214706241878014,796359963823801,1,0.416362495128839
1491255821203825,799758883446991,1,0.65812937563375
1520722144905458,502407396600024,1,0.186582563155104
1521273348199107,802887543069782,1,0.149241846557356
507563852747117,802887543069782,1,0.278313776400929
1520683351575003,1516517512002547,1,0.232362036941318
515246135302389,608762552594198,1,0.491078872580488
2186266901513403,406829072835666,1,0.198789776707766
10153731740018430,1521719851485619,1,0.399195805040551
191860567816048,1648052285418189,1,0.313881018962751
713353622129100,934528249967335,1,0.141104261376365
719855601482008,428507854007363,1,0.276329093540416
10203630983613656,1515953172065039,1,0.233539429194261
1111298315547827,1743389909222551,1,0.116464917855542
170919729923576,496036427268213,1,0.245664832851341
414349972092722,925268004218508,1,0.220888431177011
10153310309248652,1701251846786746,1,0.193433077208982
1512416739084866,171069349914286,1,0
10201186044170432,982290421810279,1,0.160611383536713
773330646112734,1483723631934208,1,0.20315066840375
1503297083304581,1660504720886715,1,0.370131300495801
1572121796367964,511804775649731,1,0.233296397973935
527814970726131,455637751283813,1,0.254313217303214
10153088552791432,192596887742760,1,0.037007952875608
148379555518355,1254733711210840,1,0.0759704404861107
1492874941014083,494764264037412,1,0.090013835799505
1512416739084866,1661242774134560,1,0
872186099559377,587786681361995,1,0.103058049694526
172315433118941,905008766246226,1,0.158894584382937
1240794062603397,519090021584170,1,0.123543162332701
10206591154950032,551504168321268,1,0.234761922794103
457613797776937,931978370186855,1,0.167936934377546
1635523966717207,553707154776476,1,0.160237548897712
535137073315462,977637265608801,1,0.112372214064631
10205166958160524,564214203736354,1,0.365807364385203
540866352746073,905008766246226,1,0.10247430761595
1148198225209949,886099961445115,1,0.461024166868317
901162646645061,1515953172065039,1,0.159106605977773
1668948343347366,508147322683858,1,0.260274108009028
849896485129765,414057348785375,1,0
496733093842097,117378128624899,1,0.186057570072567
1501856920142105,874334249323234,1,0.340716132122907
1216804721669942,492973564196201,1,0.393585138153003
1646438118961908,1035314519836199,1,0.380595224589855
10102750816468698,505814529591768,1,0.163418172364773
10156254955480254,487623601362936,1,0.24843416327575
1655146798087250,905008766246226,1,0.389505660986847
594932890644869,1625854811001049,1,0.10962692325684
1654603448137988,2147949678679083,1,0.263860054180344
731425573668695,1647784098809527,1,0.146530984717301
931874233549485,406829072835666,1,0.283700727988743
152514838439215,406829072835666,1,0.138619320901949
984657964940720,1698245300413118,1,0.22959493321445
449445798585494,1647507122170549,1,0.270097830445379
1240794062603397,494764264037412,1,0.154566067654956
