"","V1"
"660661580702842","106.6811295-106.72197311559-106.7296753-106.65482121754-106.7607056-106.71979033289-106.685997-106.70602634292"
"666390466796788","106.6806717-106.72197311559-106.75694444444-106.7296753-106.70763201883"
"695153200619282","106.69241100724-106.70763201883-106.6992957846-106.69495011742-106.690557775-106.64089067849-106.69424160194-106.684784-106.69599056664"
"698375650299059","106.68816763083-106.7025299-106.72180771764-106.72802696-106.70286708101"
"701059946694911","106.70763201883-106.7047577-106.75694444444-106.7296753-106.72028048706-106.6946564-106.63438665959-106.72973920659-106.61765917017-106.71979033289"
"711196992346902","106.6992957846-106.72180771764-106.6992957846-106.68441398812-106.64089067849-106.713295-106.703611111"
"713353622129100","106.684227-106.70304728673-106.7110663-106.64089067849-105.85777777778-106.6946564"
"714714581993034","106.713295-106.7607056-106.690557775-106.64089067849-106.71979033289"
"716852681749650","106.69894492325-106.70713766289-106.7075272-106.7296753-106.68439116-106.70304728673-106.70713766289-106.84798991-106.70763201883-106.69894492325-106.70473966781-106.69894492325-106.7024765-106.68070414717-106.70473966781-106.70713766289-106.682"
"717903011675029","106.66527454547-106.66667-106.70736002973-106.75694444444-106.70763201883-106.768760934-106.69424160194-106.70286708101"
"719855601482008","106.6953964-106.6987991-106.7022018-106.6992957846-106.69358937319-106.7015-106.7296753-106.68004735184-106.6992957846-106.69495011742-106.65750606728-106.70682529841-106.68816115-106.71903735585-106.70286708101"
"722984001166423","106.6806717-106.705658-106.6842346-106.72070283579-106.6956863-106.68441398812-106.7110663-106.7708851-106.690557775-106.7296753-106.6963425-106.7296753"
"726783144121341","105.84945089507-106.70763201883-106.7022018-106.6992957846-106.682-106.67784619184-106.69358937319-106.7015-106.72180771764-106.70304728673-106.75694444444-106.69215903458-106.71979033289-106.68441398812-106.6992957846-106.69495011742-106.6754532-106.6241884-106.682-106.690557775-106.68284527939-106.69111664667-106.7033615-106.69424160194-106.69050920894-106.63438665959-105.85-106.67391541154-106.71903735585-106.6988678-106.72054156228-106.70286708101"
"728066947338277","106.682-106.72180771764-106.71979033289-106.68441398812-106.64089067849-106.71979033289-106.70286708101"
"728229983978860","106.70763201883-106.682-106.72180771764-106.75694444444-106.84798991-106.7296753-106.682-106.7110663-106.690557775"
"730613557069860","106.70763201883-106.7022018-106.7296753-106.7607056-106.69495011742-106.72028048706-106.6946564-106.696373-106.69424160194-106.7021118103"
"731425573668695","106.7607056-106.69495011742-106.690557775-106.690557775-106.64089067849-106.70286708101"
