"","V1"
"737701309662788","106.69241100724-105.84945089507-106.7014299221-106.6811295-106.7047577-106.6992957846-106.6950871708-106.70304728673-106.75694444444-106.7296753-106.7607056-106.6992957846-106.69495011742-106.72028048706-106.66317146073-106.70663340759-106.6946564-106.713295-106.7260284-106.69424160194-106.65364089422-106.72993509444-106.69263729-106.72973920659-106.684227"
"742674219199963","106.6811295-106.6992957846-106.70304728673-106.75694444444-106.7296753-106.7607056-106.7110663-106.713295-106.7296753-106.69424160194-106.69050920894-106.65364089422-106.6759262"
"742711882501236","106.7047577-106.7022018-106.7047577-106.70481190705-106.72197311559-106.68817578305-106.72180771764-106.70304728673-106.7296753-106.682-106.70106632844-106.690557775-106.64089067849-106.685997-106.65750606728-106.71903735585-106.6946564-106.67654755-106.69565677643-106.69841-106.69490278-106.703611111-106.711407-106.60165863424-105.90870925333-106.6988678-106.7034455236-106.6988678-106.75099489833"
"743179219148011","106.69241100724-106.70763201883-106.72180771764-106.75694444444-106.7296753-106.68441398812-105.85777777778-106.7296753"
"744647905668436","106.6972961-106.7607056-106.71979033289-106.69495011742-106.66317146073-106.696373-106.64205386114-106.682-106.69424160194-106.72638888889-106.70329029588-106.70682529841-106.61765917017-106.71979033289-106.70286708101"
"753474001425882","106.7015-106.72180771764-106.68441398812-106.682-106.66667"
"755583684588001","106.68613586022-106.6806717-106.72180771764-106.7296753-106.68441398812-106.68441398812-106.68441398812-106.68441398812-106.682"
"756387537820954","106.7607056-106.65750606728-106.6994095-106.66667-106.67423232269-106.70602634292"
"758037080968079","106.7022018-106.682-106.7607056-106.68441398812-106.6241884-106.64089067849-106.68779625368"
"758271054278851","106.68439116-106.84798991-106.7296753-106.70481190705-106.70763201883"
"760338004097228","106.7047577-106.682-106.72197311559-106.72180771764-106.7607056-106.6992957846-106.696373-106.66851385307-106.69424160194-106.65364089422"
"767036236776544","106.7171691246-106.6992957846-106.72180771764-106.7607056-106.71979033289-106.68441398812-106.690557775"
"769990746444431","106.69241100724-106.7025299-106.7022018-106.72180771764-106.70304728673-106.7607056-106.71979033289-106.65482121754-106.64089067849-106.6969528-106.63438665959-106.7047577-106.684784"
"771151099681189","106.70763201883-106.70636264325-106.6754532-106.6241884-106.690557775-106.690557775-106.69685943794-106.69111664667-105.85-106.7737198-106.703611111"
"771505632953533","106.79328430398-106.7022018-106.72180771764-106.75694444444-106.690557775-106.70398235321"
"773330646112734","106.70763201883-106.682-106.7296753-106.70763201883-106.7022018-106.66667-106.68613586022-106.6806717-106.72197311559-106.72180771764-106.72381019257-106.75694444444-106.705658-106.70713766289-106.7296753-106.7607056-106.68441398812-106.70763201883-106.7110663-106.690557775-106.7296753-106.696373-106.72984182833-106.7296753-106.71979033289"
"777188089076714","106.70481190705-106.69324462937-106.72180771764-106.7607056-106.71979033289-106.70763201883-106.690557775-106.79841756821-106.71903735585-106.6946564-106.696373-106.66667-106.69050920894"
"777401619073114","106.79328430398-106.70763201883-106.72197311559-106.72180771764-106.68970151-106.71979033289-106.70286708101"
"779761258836576","106.72197311559-106.72180771764-106.75694444444-106.7607056-106.69495011742-106.68441398812-106.682-106.690557775-106.63438665959-106.684227"
"780538515424612","106.72180771764-106.70304728673-106.7015-106.7607056-106.69495011742-106.68441398812-106.64089067849-106.71979033289-106.70286708101"
"785329451596424","105.84945089507-106.7022018-106.6950871708-106.7607056-106.6992957846-106.6946564-106.6883392-106.704361-106.6988678-106.71903735585"
"788317357957045","106.71979033289-106.68441398812-106.68441398812-106.69495011742-106.70763201883-106.72993509444-106.61765917017"
"797901256985747","106.68779625368-106.6811295-106.70763201883-106.7022018-106.69894492325-106.682-106.6950871708-106.72197311559-106.68779625368-106.72180771764-106.7607056-106.68779625368-106.6930771-106.69050920894-106.6963425-105.90870925333-106.71904371941"
"801196210006579","106.7047577-106.72197311559-106.72180771764-106.6992957846-106.70495656-106.690557775-106.690557775"
"825568154218668","106.79328430398-106.7075272-106.6811295-106.7047577-106.70481190705-106.682-106.68474658203-106.70304728673-106.705658-106.7110663-106.71903735585-106.69050920894-106.682-106.7296753-106.72993509444-105.90870925333"
"836540786464709","106.70481190705-106.6806717-106.7296753-106.6946564-106.70758258023-106.7296753-106.7296753"
"837784366335198","106.7022018-106.7721379375-106.7015-106.7607056-106.69495011742-106.6241884-106.69050920894-106.6883392-106.654713825-106.70280163624-106.6961517-106.667-106.7021118103-106.68620570374"
"840799026032607","106.68441398812-106.68441398812-106.65750606728"
"841149452697791","106.69902420618-106.68923608697-106.66667-106.72180771764-106.7296753-106.7607056-106.68441398812-106.69495011742-106.68441398812-106.690557775-106.64089067849-106.66739702225-106.71979033289-106.70286708101"
"843387462427077","105.85777777778-106.693573-106.70337684453-106.65611311028-106.7045288-106.61765917017"
"844371862346731","106.70763201883-106.66001498062-106.7047577-106.682-106.6950871708-106.68817578305-106.70304728673-106.84798991-106.7296753-106.7607056-106.68441398812-106.69495011742-106.682-106.7022018-106.696373-106.70602634292-106.68780966473-106.69050920894-106.7047577-106.69565677643-106.63438665959-106.72993509444-105.90870925333"
"844890865629623","106.67654755-106.7737198-106.67784619184-106.6754532-106.682-106.69111664667-106.69111664667-106.69111664667-106.69111664667"
"847450522035365","106.79328430398-106.70283202505-106.75694444444-106.6992957846-106.68441398812-106.7110663-106.690557775-106.690557775-106.713295-106.69424160194-106.684784-106.6767273"
"849872261794922","106.70304728673-106.75694444444-106.7607056-106.69424160194-106.72054156228-106.61765917017-106.71979033289-106.70286708101"
"849896485129765","106.6968613-106.79328430398-106.682-106.69215903458-106.71979033289-106.690557775-106.6969528-106.713295-106.7021118103"
"853789684741589","106.6950871708-106.72197311559-106.71979033289-106.690557775-106.69050920894-106.70304728673-105.90870925333"
"867080830071921","106.7022018-106.6950871708-106.6806717-106.72197311559-106.72180771764-106.69424160194-106.68350100517-106.71979033289"
"867462980017143","106.79328430398-106.682-106.66667-106.72180771764-106.75694444444-106.7296753-106.7607056-106.71979033289-106.6992957846-106.69129653645-106.69424160194-106.69050920894-106.7036972-106.73236115646-106.71979033289"
"870590129714745","106.65482121754-106.65482121754-106.69424160194-106.69328159847-106.654713825"
"870894306359712","106.70304728673-106.7296753-106.6992957846-106.690557775-106.69050920894-106.63438665959-106.6936188-106.71813203764-106.71979033289"
"872186099559377","105.84945089507-106.71979033289-106.69495011742-106.64089067849-106.6969528-106.711407-106.70337684453-106.71979033289"
"873366629437441","106.68779625368-106.7296753-106.71979033289-106.69495011742-106.70763201883-106.68779625368"
"874434149330288","106.66001498062-106.7047577-106.7022018-106.7047577-106.7607056-106.68441398812-106.68441398812-106.68441398812-106.63438665959-105.90870925333-106.72054156228"
"875164032590454","106.72180771764-106.6992957846-106.68441398812-106.682-106.690557775"
"876994722408125","106.70763201883-106.70519849333-106.72197311559-106.70736002973-106.71979033289-106.682-106.65750606728"
"878544422259357","106.72197311559-106.72180771764-106.65482121754-106.7607056-106.69495011742-106.64089067849-106.63438665959-106.71979033289"
"879377685511426","106.69324462937-106.70304728673-106.705658-106.84798991-106.7296753-106.7015-106.68441398812-106.682-106.70763201883-106.693573-106.69890864563-106.72984182833-106.67391541154-106.71979033289"
"886757811432114","106.72197311559-106.72180771764-106.71979033289-106.7110663-106.64089067849-106.7365646-106.63438665959"
"892618300854855","106.69241100724-106.7022018-106.72197311559-106.75694444444-106.7607056-106.68441398812-106.69849984932"
"895933887181307","106.6961517-106.7047577-106.682-106.7022018-106.7047577-106.64913793909-106.7098236-106.65482121754-106.6950871708-106.72197311559-106.72180771764-106.75694444444-106.7296753-106.7607056-106.6992957846-106.6241884"
"898788390170824","106.7022018-106.6806717-106.72197311559-106.72180771764-106.7296753-106.7607056-106.6992957846-106.69495011742"
"901162646645061","106.682-106.6811295-106.7022018-106.72180771764-106.75694444444-106.7296753-106.7607056-106.6992957846-106.69495011742-106.682-106.690557775-106.64089067849-106.63438665959-106.682-106.66739702225"
"902569216444779","106.682-106.7075272-106.7296753-106.70763201883-106.70713766289-106.7296753-106.7110663-106.7296753-106.7296753"
"904674892934101","106.682-106.7022018-106.6992957846-106.72180771764-106.75694444444-106.84798991-106.7015-106.7607056-106.6992957846-106.69495011742-106.68441398812-106.69050920894-106.711407"
"914452511943725","106.7047577-106.7047577-106.7022018-106.7047577-106.6950871708-106.75694444444-106.7296753-105.90870925333-106.70280163624-106.68779625368-106.7047577"
"921156801314399","106.7098236-106.72197311559-106.72180771764-106.7607056-106.69495011742-106.64089067849-106.63438665959"
"921575151231746","106.7047577-106.72197311559-106.70304728673-106.7015-106.7607056-106.682-106.63191140342-106.69685943794-106.69050920894-106.72638888889-106.63438665959"
"922282511184349","106.70763201883-106.69894492325-106.72381019257-106.70713766289-106.84798991-106.68970151-106.70763201883-106.7296753-106.70481190705"
"926381767410064","106.6806717-106.72197311559-106.72180771764-106.7296753-106.68441398812-106.68441398812-106.6241884-106.7110663-106.690557775-106.690557775"
"926901050726647","106.6806717-106.72197311559-106.7607056-106.6754532-106.682-106.66667-106.66667-106.690557775-106.69599040222-106.69599040222-106.690557775-106.66667-106.69599040222-106.682-106.69050920894"
"928023503944144","106.690557775-106.71979033289-106.703611111-106.60165863424-106.71904371941-106.72054156228"
"931320930249546","106.7047577-106.7022018-106.7047577-106.7047577-106.6950871708-106.68817578305-106.705658-106.69050920894-106.7047577"
"931874233549485","106.7022018-106.72197311559-106.7607056-106.71979033289-106.6992957846-106.690557775-106.69050920894-106.71904371941-106.72054156228-106.70286708101"
"932468050179679","106.6968613-106.6811295-106.7047577-106.6806717-106.7015-106.7057571-106.68441398812"
"938511266229256","106.7607056-106.68441398812-106.6992957846-106.6902742472-106.690557775-106.79841756821-106.696373-106.7049713-106.61765917017"
"944607878967433","106.68227894974-106.7014299221-106.7022018-106.72180771764-106.75694444444-106.7607056-106.68441398812"
"945132885542349","106.75694444444-106.7607056-106.6992957846-106.69495011742-106.68441398812-106.69050920894-106.63438665959"
"959167677485091","106.7296753-106.70763201883-106.70410661004-106.7296753-106.6811295-106.68439116-106.7296753-106.70763201883-106.70763201883-106.7296753-106.7296753-106.70304728673-106.70713766289-106.682"
"975970165801193","106.72180771764-106.75694444444-106.84798991-106.6992957846-106.70763201883-106.72638888889-106.72054156228"
"979669112071875","106.79328430398-106.682-106.72180771764-106.7607056-106.71979033289-106.690557775-106.79841756821-106.72028048706-106.71904371941-106.61765917017"
"982960365132394","106.72180771764-106.70304728673-106.71979033289-106.6992957846-106.682-106.690557775-106.69050920894-106.7047577-106.69841-106.63438665959-106.71813203764-106.71979033289"
"983526351686099","106.67654755-106.79328430398-106.67423232269-106.70481190705-106.7607056-106.69495011742-106.690557775-106.64089067849-106.63438665959"
"984657964940720","106.7022018-106.6950871708-106.72180771764-106.7607056-106.71979033289-106.6992957846-106.690557775-106.64089067849-106.69050920894-106.63438665959-106.71979033289-106.70286708101"
"987728801294374","106.67582354828-106.70304728673-106.72984182833-106.72993509444-106.67391541154-106.71979033289-106.70286708101"
"1007278812646797","106.70304728673-106.6992957846-106.690557775-106.69434841735-106.69719203186-106.68307222528-106.6992111-106.71979033289-106.70286708101"
"1008365305886176","106.6968613-106.7047577-106.7022018-106.6950871708-106.69685943794-106.7607056-106.68441398812-106.63438665959-106.6961517"
"1014016165306228","106.7022018-106.64913793909-106.75694444444-106.7778512031-106.71979033289-106.70286708101"
"1015358611820126","106.69241100724-106.70763201883-106.6950871708-106.69215903458-106.71979033289-106.68441398812-105.85-106.66667-106.7047577"
"1015583565168117","106.6988678-106.79328430398-106.70763201883-106.6992957846-106.682-106.72180771764-106.7296753-106.69495011742-106.7110663-106.70758258023-106.6972809-106.7296753-106.7021118103-106.72054156228"
"1023610744370161","106.70763201883-106.7296753-106.68439116-106.6943283-106.75694444444-106.84798991-106.70763201883-106.70713766289-106.72993509444"
"1031703450185040","106.70481190705-106.68474658203-106.7296753-106.68441398812-106.6992957846-106.70758258023-106.7296753-106.7047577"
"1037707279582859","106.682-106.72180771764-106.7607056-106.6992957846-106.690557775-106.690557775-106.64089067849"
"1050335081664729","106.682-106.70763201883-106.70481190705-106.72180771764-106.70304728673-106.7296753-106.7607056-106.69495011742-106.7110663-106.64089067849-106.7296753-106.7365646-106.69841"
"1057105014307763","106.7737198-106.6881027-106.68145883296-106.7015-106.68441398812-106.6754532-106.682-106.70602634292-106.69685943794-106.69111664667-106.6815263-106.7737198"
"1059452377407822","106.70304728673-106.70481190705-106.7014299221-106.69894492325-106.70736002973-106.70304728673-106.7607056-106.69495011742-106.7296753"
"1061161753902230","106.6986313-106.68571436457-106.6867828-106.7607056-106.68441398812-106.68441398812-106.69050920894"
"1068552076511289","106.70763201883-106.6943283-106.70736002973-106.75694444444-106.84798991-106.68970151-106.7607056-106.70763201883-106.682-106.70713766289-106.70713766289"
"1076260289050641","106.6968613-106.64913793909-106.72197311559-106.75694444444-106.690557775-106.72028048706-106.60165863424-106.72054156228-106.70286708101"
"1078847258822654","106.6968613-106.70316181982-106.70405848694-106.68779625368-106.7047577"
"1079563472063025","106.7014299221-106.6811295-106.70304728673-106.7607056-106.64089067849-106.65750606728-106.63438665959-106.72993509444"
"1086763018000674","106.70405848694-106.7047577-106.7047577-106.6950871708-106.7296753-106.7110663-106.70682529841-106.69841"
"1094488220561389","106.6994095-106.70763201883-106.70405848694-106.70481190705-106.70763201883-106.72984182833-106.70510203067"
"1107368242648326","106.7014299221-106.72197311559-106.72180771764-106.7607056-106.71979033289-106.6754532-106.64089067849"
"1108489935863063","106.70736002973-106.7057571-106.68441398812-106.64089067849-106.70763201883-106.68779625368-106.7040176-106.6961517-106.7021118103-106.6828308-106.72054156228"
"1110211555664753","106.78988917542-106.7014299221-106.68779625368-106.75694444444-106.7607056-106.7110663-106.690557775-106.64089067849-106.70758258023-106.71903735585"
"1111298315547827","105.84945089507-106.72197311559-106.72180771764-106.7607056-106.72070283579-106.69849984932-106.63438665959-106.6867828-106.70011027527-106.70682529841-106.71813203764-106.71979033289"
"1113728978638145","106.6968613-106.6881027-106.70763201883-106.7022018-106.6806717-106.72197311559-106.64238913727-106.66667-106.66977825687"
"1131213120222074","106.70405848694-106.7047577-106.7047577-106.7022018-106.7047577-106.6950871708-105.90870925333-106.68779625368"
"1138971446113805","106.6988678-106.7025299-106.6867828-106.6992957846-106.6950871708-106.70304728673-106.75694444444-106.7015-106.71979033289-106.6992957846-106.70763201883-106.7110663-106.690557775-106.690557775-106.711407-106.70280163624-106.61765917017"
"1143885928974082","106.68816763083-106.7014299221-106.72180771764-106.75694444444-106.7296753-106.7607056-106.70763201883-106.685997-106.70011027527-106.71904371941-106.71813203764"
"1145851332106821","106.7022018-106.6806717-106.72180771764-106.7015-106.68441398812-106.7110663-106.7296753-106.69050920894-106.7047577-106.6969528"
"1148198225209949","106.6994095-106.6994095-106.70481190705-106.68439116-106.75694444444-106.84798991-106.69890864563-106.7296753"
"1173989399282043","106.7022018-106.68817578305-106.72180771764-106.75694444444-106.7296753-106.71979033289-106.690557775-106.685997"
"1188607327823189","106.7022018-106.682-106.7110663-106.690557775"
"1189436094405843","106.70713766289-106.70713766289-106.70713766289-106.70713766289-106.70713766289-106.70713766289-106.70713766289"
"1193116397370530","106.7296753-106.7296753-106.6943283-106.7296753-106.69894492325-106.7296753-106.7296753-106.7296753"
"1193991390627968","106.69241100724-106.69215903458-106.7296753-106.7607056-106.69495011742-106.682-106.64089067849-106.69050920894-106.6640573066-106.71813203764-106.61765917017-106.70286708101"
"1197133633636680","106.6968613-106.70405848694-106.7014299221-106.7047577-106.7047577-106.7296753-106.7110663"
"1198079436883830","106.70763201883-106.72180771764-106.7110663-106.64089067849-106.70286708101"
"1200835986609754","106.6988678-106.6992957846-106.690557775-106.64089067849-106.713295-106.684784"
"1207357345948032","106.6811295-106.7022018-106.70481190705-106.72197311559-106.72180771764-106.6992957846-106.68441398812-106.690557775-106.64089067849-106.685997-106.768760934"
"1207500492600083","106.70763201883-106.70481190705-106.6950871708-106.75694444444-106.70763201883-106.6994095-106.7296753-106.7296753-106.6963425-106.72993509444-106.7024765-106.7296753"
"1209944535689463","106.682-106.6811295-106.70481190705-106.7047577-106.72180771764-106.7296753-106.7607056-106.69495011742"
"1214706241878014","106.682-106.6950871708-106.70304728673-106.6946564-106.72802696-106.72993509444"
"1216804721669942","106.6722132054-106.7014299221-106.6811295-106.7025299-106.70763201883-106.6992957846-106.7047577-106.6950871708-106.6806717-106.72197311559-106.72180771764-106.70304728673-106.7296753-106.71979033289-106.6992957846-106.69495011742-106.68441398812-106.6241884-106.7110663-106.64089067849-106.6946564-106.713295-106.70602634292-106.69050920894-106.63438665959-106.703611111-106.684227-106.71903735585-106.6988678-106.71979033289"
"1222781891072378","106.7075272-106.7607056-106.70763201883-106.70602634292-106.63438665959-106.70280163624-106.684784-106.61765917017"
"1240794062603397","105.45838594437-106.71979033289-106.690557775-106.64089067849-106.63438665959-106.71903735585"
"1241481725868432","106.70481190705-106.72180771764-106.7296753-106.7015-106.7025299-106.65482121754-106.72984182833-106.7296753-106.69990136463-106.70667421438-106.72054156228"
"1262477510445433","106.6811295-106.72180771764-106.75694444444-106.7296753-106.68970151-106.71979033289-106.69050920894"
"1264816113545179","105.84945089507-106.68816763083-106.7022018-106.75694444444-106.7015-106.7607056-106.64089067849-106.69129653645-106.69902420618"
"1369618623052388","106.6994095-106.70763201883-106.6961517-106.70410661004-106.6943283-106.75694444444-106.84798991-106.7296753-106.6994095-106.70473966781-106.7296753"
"1481712312137521","106.7014299221-106.70080555556-106.6811295-106.7047577-106.72180771764-106.682-106.64089067849-106.69424160194-106.69050920894-106.63438665959"
"1483784895264337","106.6988678-106.68817578305-106.68970151-106.64089067849-106.6946564"
"1486654704975542","106.6811295-106.6992957846-106.72180771764-106.84798991-106.7296753-106.69495011742-106.682-106.71813203764"
"1490465341258092","106.7015-106.682-106.682-106.65770991516-106.65770991516-106.70602634292-106.69685943794"
"1491255821203825","106.682-106.682-106.682-106.65770991516-106.65770991516-106.682-106.65770991516-106.65770991516-106.65770991516"
"1492058511100215","106.70736002973-106.72381019257-106.75694444444-106.84798991-106.70763201883-106.72638888889-106.6963425-106.68070414717-106.7045288"
"1492874941014083","106.70304728673-106.7296753-106.7296753"
"1497516140543169","106.78894842566-106.70080555556-106.68004735184-106.69495011742-106.6956863-106.690557775-106.71979033289-106.72054156228-106.71979033289-106.70286708101"
"1501856920142105","106.79328430398-106.7047577-106.67423232269-106.70763201883-106.7047577-106.69358937319-106.72197311559-106.70736002973-106.705658-106.7607056-106.6992957846-106.682-106.696373-106.70602634292-106.69424160194-106.69050920894-106.63438665959-106.69490278-106.703611111-106.61765917017"
"1503297083304581","106.6994095-106.70405848694-106.70283202505-106.682-106.70405848694-106.7075272-106.7014299221-106.6994095-106.7025299-106.7022018-106.6943283-106.7034455236-106.69894492325-106.6553726-106.72180771764-106.70304728673-106.72381019257-106.75694444444-106.84798991-106.682-106.7607056-106.71979033289-106.68441398812-106.69495011742-106.68441398812-106.682-106.70763201883-106.7110663-106.72028048706-106.70713766289-106.69894492325-106.7296753-106.6969528-106.67379-106.6414795-106.70304728673-106.693573-106.70763201883-106.69894492325-106.7296753-106.70159954742-106.63438665959-106.6828308-106.65482121754-106.66667-106.6963425-106.72993509444-106.70510203067-106.61765917017"
"1504594363204228","106.7721379375-106.7296753-106.6241884-106.6506958-106.69890864563-106.70011027527-106.69719203186-106.73236115646"
"1505969059702279","106.6631312394-106.66001498062-106.7014299221-106.6811295-106.70763201883-106.72197311559-106.72381019257-106.7607056-106.71979033289-106.69495011742-106.70763201883-106.693573-106.70763201883-106.69424160194-106.654713825-106.70682529841-106.6719055-106.71813203764-106.72054156228"
"1510819109244921","106.72180771764-106.84798991-106.7607056-106.71979033289-106.6992957846-106.69424160194-106.69841-106.60165863424"
"1512416739084866","106.79328430398-106.67379-106.70763201883-106.68779625368-106.7022018-106.682-106.7607056-106.6596985-106.68441398812-106.69495011742-106.68441398812-106.690557775-106.690557775-106.71572151-106.7021118103-106.61765917017-106.70286708101"
"1512808485683180","106.72946533074-106.7047577-106.68571436457-106.682-106.70763201883-106.7022018-106.75694444444-106.84798991-106.68441398812-106.682"
"1517580485219420","106.70080555556-106.69495011742-106.6956863-106.690557775-106.70682529841-106.67391541154-106.66667"
"1520152658305066","106.6881027-106.7022018-106.67784619184-106.6861496-106.68613586022-106.6806717-106.72197311559-106.705658-106.68441398812-106.6842346-106.69495011742-106.682"
"1520683351575003","106.684227-106.6953964-106.6988678-106.79328430398-106.68227894974-106.65384453997-106.682-106.6811295-106.70763201883-106.7022018-106.70519849333-106.682-106.682-106.69324462937-106.72197311559-106.70736002973-106.72180771764-106.7296753-106.65482121754-106.7607056-106.6992957846-106.69495011742-106.682-106.690557775-106.6946564-106.768760934-106.69424160194-106.69771298045-106.69841-106.63438665959-106.65364089422-106.654713825-106.71904371941-106.71813203764-106.61765917017-106.71979033289-106.70286708101"
"1520722144905458","106.70763201883-106.84798991-106.7110663-106.7296753-106.7296753-106.69894492325-106.70667421438-106.7296753-106.6981254406"
"1521110631534260","106.684227-106.68441398812-106.713295-106.63438665959-106.66667-106.7202988"
"1521130751535783","105.84945089507-106.70763201883-106.69358937319-106.72197311559-106.72180771764-106.7296753-106.6992957846"
"1521273348199107","106.71979033289-106.69495011742-106.64089067849-106.69424160194-106.71979033289"
"1521769931482549","106.70763201883-106.70481190705-106.7047577-106.70304728673-106.7296753-106.7607056-106.6992957846-106.69495011742-106.68441398812-106.690557775-106.64089067849-106.713295-106.69050920894-106.69841-106.63438665959-106.703611111-105.90870925333-106.70286708101"
"1522484031407199","106.6992957846-106.6902742472-106.64089067849-106.7049713-106.63438665959-106.61765917017"
"1522953398019219","106.7047577-106.72180771764-106.70304728673-106.68441398812-106.68441398812-106.69495011742-106.63438665959-106.72993509444"
"1523529171293144","106.6992957846-106.682-106.690557775-106.64089067849-106.63438665959-106.70286708101"
"1523731894619534","106.69424160194-106.6828308-106.65611311028-106.70682529841-106.71813203764"
"1524582311198491","106.6286697-106.70713766289-106.7607056-106.6992957846-106.69495011742-106.68441398812-108.3780133-106.690557775-106.690557775-106.64089067849-106.66667-106.63438665959-106.6963425-106.61765917017"
"1530719623918188","106.72180771764-106.6992957846-106.69495011742-106.690557775-106.66802465916-106.63438665959-106.70682529841-106.61765917017-106.70286708101"
"1567953666779823","106.71979033289-106.69495011742-106.690557775-106.690557775-106.66802465916-106.72638888889-106.61765917017-106.71979033289-106.70286708101"
"1572121796367964","106.79328430398-106.7161179-106.682-106.7232360037-106.6992957846-106.75694444444-106.68004735184-106.7607056-106.71979033289-106.69495011742-106.690557775-106.64089067849-106.696373-106.69424160194-106.70682529841-106.71979033289"
"1622645184641178","106.70304728673-106.6313525-106.7607056-106.69495011742-106.685997-106.63438665959"
"1628952527355431","106.7022018-106.69894492325-106.6806717-106.72197311559-106.68817578305-106.72180771764-106.72381019257-106.75694444444-106.705658-106.68004735184-106.68441398812-106.6992957846-106.68441398812-106.72070283579-106.68441398812-106.682-106.70763201883-106.7296753"
"1632516320346884","106.72197311559-106.7015-106.68004735184-106.71979033289-106.6992957846-106.69495011742-106.70286708101"
"1633105003608340","106.72197311559-106.72180771764-106.7607056-106.6992957846-106.68441398812-106.6946564-106.696373-106.61765917017-106.71979033289-106.70286708101"
"1633352696938851","106.7607056-106.69495011742-106.690557775-106.64089067849-106.69424160194-106.70286708101"
"1635523966717207","105.84945089507-106.75694444444-106.7607056-106.71979033289-106.69495011742-106.690557775-106.690557775-106.64089067849-106.70011027527-106.70337684453-106.70011027527"
"1636003713338961","106.6961178457-106.682-106.72180771764-106.7607056-106.68441398812-106.68441398812-106.682-106.690557775-106.690557775-106.64089067849"
"1638369666436552","106.6811295-106.70736002973-106.72180771764-106.7607056-106.67391541154"
"1638404066448058","106.6988678-106.66667-106.6992957846-106.75694444444-106.7607056-106.6992957846-106.69495011742-106.690557775-106.63438665959"
"1639234236343256","106.6611395-106.6806717-106.72180771764-106.68441398812-106.64089067849-106.68284527939-106.696373-106.71572151-106.69424160194-106.65364089422-106.654713825-106.6874542-106.66667"
"1639584749662644","106.72180771764-106.75694444444-106.68441398812-106.70763201883-106.690557775-106.690557775-106.85665970168"
"1639987146252693","106.79328430398-106.68970151-106.7607056-106.71979033289-106.6992957846-106.64089067849-106.6988678-106.71979033289"
"1640490862888349","106.70304728673-106.6988678-106.4875549078-106.68227894974-106.7014299221-106.6811295-106.70763201883-106.64913793909-106.69358937319-106.69324462937-106.72197311559-106.70736002973-106.70304728673-106.65482121754-106.7607056-106.68441398812-106.69495011742-106.69424160194"
"1640739022870216","106.7022018-106.69894492325-106.6992957846-106.72197311559-106.72180771764-106.75694444444-106.84798991-106.7296753-106.68441398812-106.68441398812"
"1641268906161436","106.70283202505-106.68441398812-106.68441398812-106.690557775-106.690557775-106.64205386114"
"1644463915809406","106.68816763083-106.70763201883-106.65038104754-106.72180771764-106.71979033289-106.6992957846-106.69495011742-106.690557775-106.690557775-106.64089067849-106.69307215881-106.684784-106.70060044635-106.71979033289-106.66977825687"
"1646438118961908","106.684227-106.79328430398-106.6611395-106.6992957846-106.682-106.69358937319-106.72197311559-106.72180771764-106.7607056-108.3780133-106.64089067849-106.71903735585-106.72028048706-106.68284527939-106.7033615-106.71572151-106.7033615-106.63438665959-106.65364089422-106.703611111"
"1646841375578580","106.682-106.682-106.6811295-106.6961178457-106.7022018-106.6992957846-106.682-106.6286697-106.64913793909-106.69358937319-106.69324462937-106.75694444444-106.7296753-106.682-106.6992957846-106.690557775-106.64089067849-106.72028048706-105.85777777778-106.6414795-106.7033615-106.71572151-106.69434841735"
"1647618032193437","106.66667-106.7098236-106.6806717-106.72180771764-106.75694444444-106.84798991-106.68441398812-106.70763201883-106.690557775-106.64089067849-106.696373"
"1648463938763389","106.684227-106.70304728673-106.7607056-106.6992957846-106.690557775-106.690557775-106.71979033289-106.6961517"
"1649583141928958","106.7737198-106.682-106.7573735832-106.6811295-106.69358937319-106.7607056-106.690557775-106.69490278"
"1651039455150853","106.75694444444-106.7607056-106.69495011742-106.690557775-106.64089067849-106.802-106.63438665959-106.71979033289"
"1653587124920347","106.7047577-106.6260587616-106.7022018-106.7047577-106.70481190705-106.6950871708-106.72197311559-106.72180771764-106.70304728673-106.84798991-106.7296753-106.7015-106.68441398812-106.70763201883-106.693573"
"1654603448137988","106.79328430398-106.68816763083-106.7047577-106.6950871708-106.72197311559-106.70304728673-106.7296753-106.7607056-106.71979033289-106.6992957846-106.69495011742-106.68441398812-106.682-106.690557775-106.690557775-106.64089067849-106.71903735585-106.69424160194-106.69685943794-106.69050920894-106.63438665959-106.6963425-106.72993509444-106.7098236-106.684784-106.71903735585-106.6828308-106.61765917017"
"1655146798087250","106.70763201883-106.68613586022-106.72180771764-106.7296753-106.690557775-106.7296753"
"1656655851269317","106.79328430398-106.6286697-106.72197311559-106.72180771764-106.6992957846-106.69495011742-106.690557775-106.64205386114-106.72802696-106.63438665959-106.793949221-106.7737198-106.70329029588-106.71813203764-106.70398235321-106.71979033289-106.70286708101"
"1658349747755273","106.7607056-106.64089067849-106.70404717534-106.63438665959-106.71813203764-106.71979033289"
"1658807861043817","106.69358937319-106.69495011742-106.654713825-106.71813203764-106.61765917017"
"1660688707503183","106.70481190705-106.6950871708-106.72197311559-106.72180771764-106.84798991-106.7296753-106.7607056-106.6992957846-106.68441398812-106.690557775-106.6946564-106.66851385307-106.69424160194-106.70481190705"
"1660743537535575","106.6992957846-106.7607056-106.71979033289-106.6992957846-106.69495011742-106.696373-106.72638888889-106.684784-106.7045288-106.68307222528-106.71979033289"
"1663033437300136","105.84945089507-106.7607056"
"1666883243555497","106.6313525-106.72180771764-106.70304728673-106.7607056-106.6992957846-106.690557775-106.690557775-106.64089067849-106.696373-106.71979033289"
