"","userID","eventID","status","time_score","location_score"
"1",586464730088,311755245655422,-1,0,0
"2",601560542321,874835075904840,1,0,0.398586190739472
"3",654880225332,874835075904840,1,0,0.398809095668704
"4",683327337027,1699526300334531,1,1,0
"5",687634704568,989215157823834,1,0,0
"6",687634704568,796359963823801,1,0,0
"7",739874570548,311755245655422,0,0,0.398516943600926
"8",739874570548,940016226073543,0,0.109108945117996,0.398495259183983
"9",739874570548,1622506761345470,1,0,0.398788387111493
"10",739874765158,1490608407901635,0,0,0
"11",740677586298,1650607558527327,0,1,2.39038019683182
"12",740677586298,1701251846786746,0,0,2.39038019683182
"13",740677586298,513376695507303,1,0,2.39038019683182
"14",756800051654,931755086907392,0,0,0.396997902571144
"15",787509593884,874835075904840,1,0,0.398744519479616
"16",789324705401,192596887742760,0,0,0
"17",825427831701,1162044413810114,1,0,0.797618191337408
"18",828843139857,398686067005910,1,0,0
"19",828843139857,736854409753137,1,0,0
"20",847846706395,406829072835666,1,0.273861278752583,0.397985727906984
"21",849260925070,482838738558603,1,0.927960727138337,0.794851123264045
"22",849260925070,1640441632884917,0,0,0.797319211623039
"23",853297024193,494764264037412,0,0.0700140042014005,1.19456800183761
"24",853297024193,736854409753137,1,0.449867705421219,1.19147283160422
"25",885486900668,482838738558603,1,0,0.398531100365129
"26",893257288212,1419793634991801,1,0.133630620956212,0.398035152600137
"27",902695092534,617788491694733,0,0,0.795941279084361
"28",940395478032,1284046531620841,0,0,0.797510352024675
"29",951168117088,1640441632884917,0,0,0.795715375954297
"30",951294154508,1521719851485619,0,0,0
"31",951294154508,617788491694733,0,0,0
"32",951294154508,863818937066030,0,0,0
"33",951294154508,148966468795177,0,0,0
"34",956124174480,406829072835666,1,0.223606797749979,0
"35",956124174480,587786681361995,1,0.327326835353989,0
"36",956124174480,157307111289538,1,0.75,0
"37",956124174480,311755245655422,-1,0,0
"38",956124174480,796359963823801,0,0,0
"39",969333855492,311755245655422,-1,0,0
"40",972770640505,1642998415970980,-1,0,0
"41",975898988618,436888249849609,-1,0,0.398886293185167
"42",995796473765,1647507122170549,1,0.196116135138184,0.398444852225459
"43",995796473765,1743389909222551,1,0,0.397915552091013
"44",2461271371009,864041886997217,0,0,0.398927471382394
"45",2461271371009,736854409753137,-1,0.218217890235992,0.398475608554028
"46",2872732014836,1483723631934208,0,0.259272486435068,0.398893350658067
"47",2904130042167,487623601362936,1,0,0.796627727509489
"48",2904130042167,1640441632884917,1,0,0.796711510132955
