,userID,eventID,status,time_score,location_score
181,1.19126E+14,4.78516E+14,0,0,0.39893436
182,1.1916E+14,9.77637E+14,0,0,0
183,1.19275E+14,5.08147E+14,0,0,0
184,1.19694E+14,4.06829E+14,0,0,0.397985728
185,1.19702E+14,4.82839E+14,1,0.040160966,1.991086951
186,1.19702E+14,7.95999E+14,1,0.193649167,1.991835514
187,1.20245E+14,4.06829E+14,0,0,0.397678507
188,1.20245E+14,7.95999E+14,0,0,0.398869752
189,1.20245E+14,9.83628E+14,0,0,0.398556544
190,1.20245E+14,1.03531E+15,0,0,0.398687705
191,1.20481E+14,4.10272E+14,1,0,0
192,1.21116E+14,1.71069E+14,0,0,0.796730084
193,1.21277E+14,1.65839E+15,0,0,0
194,1.21277E+14,9.20533E+14,0,0,0
195,1.21277E+14,4.24468E+14,0,0,0
196,1.21277E+14,5.51504E+14,0,0,0
197,1.21277E+14,9.95026E+14,0,0,0
198,1.21277E+14,5.46487E+14,0,0,0
199,1.21277E+14,5.45198E+14,0,0,0
200,1.21277E+14,4.82839E+14,0,0,0
201,1.21277E+14,1.16204E+15,0,0,0
202,1.21343E+14,8.57623E+14,1,0.096824584,0
203,1.21343E+14,4.06829E+14,1,0.096824584,0
204,1.21343E+14,9.83628E+14,1,0.335410197,0
205,1.21343E+14,1.64778E+15,1,0,0
206,1.21699E+14,1.71664E+15,0,0,0
207,1.21869E+14,5.22676E+14,1,0,0.796879999
208,1.21899E+14,9.6314E+14,0,0,0
209,1.22382E+14,4.06829E+14,1,0.798667872,0.398166661
210,1.22494E+14,1.57307E+14,1,0.593223747,0
211,1.22494E+14,7.95999E+14,1,0.164398987,0
212,1.22806E+14,4.06829E+14,1,0.045643546,0.796657354
213,1.22924E+14,9.77637E+14,0,0,0
214,1.22924E+14,1.51595E+15,0,0,0
215,1.23152E+14,4.82839E+14,0,0,0
216,1.23219E+14,4.06829E+14,0,0,0
217,1.23219E+14,4.82839E+14,0,0,0
218,1.23219E+14,5.87787E+14,0,0,0
219,1.23531E+14,1.51595E+15,0,0,0.797223385
220,1.23581E+14,1.03531E+15,0,0.19641855,0
221,1.23801E+14,1.51595E+15,0,0,2.389600332
222,1.23847E+14,2.14795E+15,0,0,0.398652529
223,1.23847E+14,5.45198E+14,0,0,0.394438621
224,1.24044E+14,1.51595E+15,1,0,0.398863924
225,1.24084E+14,6.08763E+14,0,0,0
226,1.24084E+14,7.95999E+14,0,0,0
227,1.24084E+14,1.74339E+15,0,0,0
228,1.24178E+14,4.94764E+14,0,0,0
229,1.24178E+14,4.82839E+14,0,0,0
230,1.24178E+14,4.55638E+14,0,0,0
231,1.24178E+14,1.67217E+15,0,0,0
232,1.24178E+14,1.70897E+15,0,0,0
233,1.24182E+14,8.02888E+14,0,0,1.196729017
234,1.24182E+14,5.08147E+14,0,0,1.196729017
235,1.24242E+14,5.87787E+14,0,0.267261242,0
236,1.24544E+14,4.24468E+14,0,0,0
237,1.24581E+14,5.87787E+14,0,0,0
238,1.24581E+14,8.02888E+14,0,0,0
239,1.24581E+14,5.11805E+14,0,0,0
240,1.24972E+14,4.46234E+14,1,0,0.797624844
241,1.25204E+14,5.11805E+14,0,0,0
242,1.25298E+14,1.64324E+15,1,0,0
243,1.25367E+14,5.45198E+14,0,0,0
244,1.25813E+14,5.87787E+14,1,0,0.791539841
245,1.25879E+14,9.83628E+14,0,0,0.797710227
246,1.25879E+14,5.03234E+14,0,0,0.796733945
247,1.25879E+14,1.51595E+15,0,0,0.797225843
248,1.26017E+14,1.6564E+15,0,0,0
249,1.26065E+14,1.64042E+15,0,0,0.398691217
250,1.26216E+14,5.53707E+14,0,0,0
251,1.26216E+14,1.51595E+15,0,0,0
252,1.26605E+14,6.08763E+14,1,0,0
253,1.26605E+14,7.95999E+14,1,0,0
254,1.26605E+14,5.08147E+14,0,0,0
255,1.26612E+14,9.17019E+14,0,0,0
256,1.26823E+14,1.49287E+15,0,0,0
257,1.2693E+14,4.06829E+14,1,0,0
258,1.2693E+14,4.94764E+14,0,0,0
259,1.2693E+14,9.83628E+14,0,0,0
260,1.27184E+14,5.87787E+14,-1,0,0
261,1.27275E+14,5.87787E+14,0,0,0.396615068
262,1.27275E+14,8.67755E+14,0,0,0.398885888
263,1.27275E+14,1.74339E+15,0,0,0.398506924
264,1.27275E+14,9.8229E+14,0,0,0.398505515
265,1.27567E+14,4.06829E+14,1,0.045643546,0.797352374
266,1.27589E+14,4.06829E+14,0,0,0
267,1.27622E+14,4.06829E+14,0,0,0
268,1.27622E+14,9.05009E+14,0,0,0
269,1.279E+14,6.31984E+14,1,0,0.797702874
270,1.279E+14,4.29444E+14,1,0.152993536,0.797148023
271,1.279E+14,5.05405E+14,1,0,0.797148023
272,1.279E+14,8.57623E+14,1,0.58056965,0.795124505
273,1.279E+14,4.06829E+14,1,0.58056965,0.795126463
274,1.279E+14,4.94764E+14,1,0.279714388,0.797280625
275,1.279E+14,1.57307E+14,1,0.504852912,0.795018451
276,1.279E+14,5.53707E+14,1,0,0.797379696
277,1.279E+14,1.16204E+15,1,0,0.796920872
278,1.279E+14,1.92597E+14,1,0.264992578,0.795863983
279,1.279E+14,6.17788E+14,1,0.47173007,0.79605049
280,1.2814E+14,8.57623E+14,-1,0,0
281,1.28155E+14,4.06829E+14,1,0,1.033467107
282,1.28155E+14,1.70937E+15,1,0,1.047908476
283,1.28227E+14,1.64751E+15,0,0,0
284,1.28313E+14,9.83628E+14,1,0.672155278,0.398820328
285,1.28541E+14,4.06829E+14,1,0.595721002,0.39877331
286,1.28541E+14,1.05292E+15,1,0,0.397850046
287,1.28541E+14,5.53707E+14,1,0,0.39865764
288,1.28541E+14,1.64751E+15,1,0.695030081,0.397736692
289,1.28541E+14,1.52468E+15,1,0.709668655,0.398519293
290,1.28541E+14,5.11805E+14,1,0,0.39737393
291,1.28744E+14,1.50207E+15,1,0.603022689,0.796430191
292,1.28757E+14,8.02888E+14,0,0,0
293,1.28793E+14,9.05009E+14,0,0,0.797142968
294,1.28961E+14,8.90966E+14,0,0,0.792750213
295,1.29216E+14,4.82839E+14,0,0,0
296,1.29245E+14,5.08147E+14,1,0,0.398820077
297,1.29394E+14,9.05009E+14,0,0,0
298,1.29476E+14,4.92974E+14,0,0,0.39892262
299,1.29725E+14,4.41791E+14,0,0,0
300,1.2994E+14,1.61857E+14,0,0,0
301,1.29961E+14,4.0341E+14,1,0.329072591,0
302,1.29961E+14,1.36941E+14,1,0,0.797369056
303,1.30425E+14,4.26995E+14,0,0,0
304,1.30425E+14,4.92974E+14,0,0,0
305,1.30436E+14,4.82839E+14,1,0,0.398516944
306,1.30462E+14,8.02888E+14,0,0,0
307,1.30467E+14,9.05009E+14,0,0.316227766,1.193392401
308,1.30475E+14,1.74339E+15,0,0,0
309,1.30605E+14,9.95026E+14,1,0,0.397152525
310,1.30605E+14,8.74334E+14,1,0,0.39757131
311,1.30605E+14,1.49532E+15,0,0.239904058,0.397617703
312,1.30605E+14,9.77637E+14,1,0,0
313,1.30933E+14,1.53034E+15,1,0,0.395762937
314,1.31231E+14,5.87787E+14,1,0.654653671,0.39776891
315,1.31449E+14,1.48245E+15,0,0,0
316,1.31546E+14,3.61827E+14,1,0.809173594,0
317,1.31775E+14,1.64751E+15,0,0,0
318,1.31775E+14,9.8229E+14,0,0,0
319,1.31807E+14,9.8229E+14,1,0,0
320,1.32096E+14,5.05405E+14,0,0,0.397131162
321,1.32144E+14,2.14795E+15,0,0,0.398529137
322,1.32173E+14,1.69122E+15,0,0,1.991143895
323,1.32173E+14,9.8522E+14,0,0,1.990978388
324,1.32191E+14,5.87787E+14,1,0.587896351,0.396493686
325,1.32191E+14,6.08763E+14,1,0.311085508,0.398826701
326,1.32358E+14,1.03531E+15,1,0,0.79761092
327,1.32358E+14,9.8229E+14,1,0,0.796581097
328,1.32363E+14,4.94764E+14,0,0,0
329,1.32363E+14,9.05009E+14,0,0,0
330,1.32363E+14,4.82839E+14,0,0,0
331,1.32363E+14,7.95999E+14,0,0,0
332,1.32363E+14,7.9636E+14,0,0,0
333,1.32363E+14,9.8229E+14,0,0,0
334,1.32425E+14,7.64836E+14,1,0,0
335,1.32425E+14,4.94764E+14,0,0,0
336,1.32425E+14,5.87787E+14,0,0,0
337,1.32425E+14,8.02888E+14,0,0,0
338,1.32425E+14,1.68106E+15,0,0,0
339,1.3263E+14,9.05009E+14,1,0.172015616,0
340,1.32782E+14,8.74835E+14,0,0,0
341,1.32782E+14,3.11755E+14,1,0.125388358,0
342,1.32782E+14,1.64044E+15,0,0,0
343,1.32782E+14,5.16654E+14,1,0,0
344,1.32782E+14,1.90356E+15,1,0,0
345,1.32782E+14,1.48966E+14,1,0,0
346,1.32782E+14,6.32344E+14,0,0,0
347,1.32782E+14,1.41979E+15,1,0.125388358,0
348,1.32782E+14,7.85327E+14,1,0,0
349,1.32832E+14,8.20001E+14,0,0,0.397309246
350,1.32887E+14,1.48372E+15,0,0,0
351,1.32887E+14,5.08147E+14,0,0,0
352,1.32998E+14,4.55638E+14,0,0,0
353,1.33008E+14,9.05009E+14,0,0,0
354,1.33179E+14,4.82839E+14,1,0.237595482,0
355,1.33291E+14,7.95999E+14,0,0,0.797184059
356,1.33301E+14,1.65076E+15,0,0,1.196243686
357,1.33301E+14,1.63575E+15,0,0,1.196500851
358,1.33301E+14,4.24468E+14,0,0,1.196601048
359,1.33301E+14,9.95026E+14,0,0,1.19380569
360,1.33301E+14,4.06829E+14,0,0,1.19321543
361,1.33308E+14,1.62375E+15,0,0,0
362,1.33308E+14,3.72318E+14,0,0,0
363,1.33321E+14,5.57425E+14,0,0,0
364,1.3339E+14,9.8229E+14,1,0,0
365,1.33478E+14,5.53707E+14,1,0,0
366,1.33601E+14,8.74334E+14,0,0,1.194591725
367,1.33678E+14,1.51595E+15,0,0,0.398863924
368,1.33687E+14,8.74334E+14,1,0,0.395441101
369,1.33703E+14,1.64751E+15,1,0.120096115,1.19417788
370,1.33768E+14,8.74334E+14,0,0,0
371,1.33768E+14,1.51595E+15,0,0,0
372,1.33858E+14,4.82839E+14,1,0.380215621,0.39744416
373,1.33858E+14,7.95999E+14,1,0.071919495,0.398869752
374,1.33945E+14,4.60279E+14,0,0,0.398820421
375,1.34068E+14,5.87787E+14,1,0,0.396401464
376,1.34185E+14,1.64751E+15,0,0,0.797250828
377,1.34211E+14,1.61838E+15,1,0,1.19484242
378,1.34264E+14,8.57623E+14,1,0.040160966,0.396739911
379,1.34264E+14,4.06829E+14,0,0.040160966,0.396742351
380,1.34264E+14,5.45198E+14,0,0,0.390432912
381,1.34264E+14,1.57307E+14,0,0.314309279,0.39670122
382,1.34264E+14,7.95999E+14,1,0,0.398558756
383,1.34264E+14,9.83628E+14,0,0.672421399,0.398443294
384,1.34264E+14,4.96036E+14,0,0,0.398885114
385,1.34264E+14,1.51572E+15,0,0.254000254,0.39828217
386,1.34321E+14,9.0664E+14,1,0,0.396139035
387,1.34321E+14,5.95596E+14,0,0,0.398641575
388,1.34321E+14,5.87787E+14,0,0,0.396401464
389,1.34581E+14,5.45198E+14,0,0,0.788771956
390,1.34608E+14,4.06829E+14,0,0,0
391,1.34608E+14,4.82839E+14,0,0,0
392,1.34717E+14,4.06829E+14,0,0,0
393,1.34717E+14,1.71069E+14,0,0,0
394,1.34717E+14,9.8229E+14,0,0,0
395,1.34783E+14,9.19883E+14,0,0,1.195822265
396,1.34798E+14,1.63575E+15,0,0.265542502,0.398128732
397,1.34798E+14,4.24468E+14,0,0,0.398088265
398,1.34798E+14,8.57623E+14,1,0.716114874,0.39893821
399,1.3503E+14,6.09446E+14,1,0,0
400,1.3503E+14,4.82839E+14,1,0,0
401,1.3503E+14,9.83628E+14,0,0,0
402,1.35082E+14,5.11805E+14,1,0,0
403,1.35085E+14,9.05009E+14,1,0.288354918,0.397793685
404,1.35085E+14,5.87787E+14,1,0.816900591,0.397176232
405,1.35108E+14,1.04328E+15,0,0,0.398666734
406,1.35108E+14,8.02888E+14,0,0,0.398855865
407,1.35108E+14,1.64751E+15,0,0,0.398767411
408,1.35108E+14,1.17378E+14,0,0,0.39884744
409,1.35108E+14,1.50892E+15,0,0,0.398666734
410,1.35281E+14,8.74835E+14,1,0,0.797065983
411,1.35282E+14,8.02888E+14,0,0,0
412,1.35394E+14,9.8229E+14,0,0,0
413,1.35498E+14,7.64836E+14,0,0,0.796197001
414,1.35498E+14,2.14795E+15,0,0,0.795667725
415,1.3551E+14,1.64751E+15,0,0,0
416,1.35652E+14,9.77637E+14,0,0,0
417,1.35742E+14,7.32668E+14,1,0,0
418,1.35842E+14,8.96604E+14,0,0,0
419,1.35853E+14,5.38279E+14,0,0,0.797314937
420,1.35858E+14,4.82839E+14,0,0,0
421,1.35871E+14,9.05009E+14,0,0,0
422,1.35987E+14,2.11125E+15,1,0,0
423,1.36001E+14,4.96036E+14,0,0,0.797395214
424,1.36001E+14,1.72792E+15,0,0,0.797191
425,1.36001E+14,4.36005E+14,0,0,0.796626015
426,1.36094E+14,9.8229E+14,1,0,0.395762937
427,1.36209E+14,1.51595E+15,0,0,0
428,1.36291E+14,8.74334E+14,1,0,0
429,1.3631E+14,5.08147E+14,0,0,2.392110237
430,1.36404E+14,8.74334E+14,0,0,0
431,1.36404E+14,9.77637E+14,0,0,0
432,1.36456E+14,5.08147E+14,1,0,0.398820421
433,1.36578E+14,9.83628E+14,1,0.25819889,0.390582658
434,1.36602E+14,8.30957E+14,0,0,0
435,1.36602E+14,4.65988E+14,0,0,0
436,1.36604E+14,9.05009E+14,1,0.266485446,0
437,1.3665E+14,9.05009E+14,0,0,0.396206914
438,1.36742E+14,4.14057E+14,1,0.530330086,0.398448458
439,1.3691E+14,5.15514E+14,0,0,0
440,1.36967E+14,1.57307E+14,1,0,0.397912722
441,1.37109E+14,7.32668E+14,0,0,0
442,1.37114E+14,1.51595E+15,0,0,0.398668286
443,1.37336E+14,1.64167E+15,0,0,0.794226869
444,1.37349E+14,4.24468E+14,0,0,0.398776483
445,1.3736E+14,1.8475E+14,1,0,0
446,1.3736E+14,4.06829E+14,1,0.045643546,0
447,1.37414E+14,4.48681E+14,1,0,0
448,1.37414E+14,5.70912E+14,1,0,0
449,1.37427E+14,5.53707E+14,1,0,3.583391525
450,1.37485E+14,1.64751E+15,1,0.160128154,0.797547006
451,1.37624E+14,5.08147E+14,0,0,0
452,1.3767E+14,9.42502E+14,1,0,0
453,1.37726E+14,5.22547E+14,0,0.136082763,0
454,1.37963E+14,1.57307E+14,0,0,0.397912722
455,1.38E+14,5.08147E+14,1,0,0.797873314
456,1.38018E+14,5.03683E+14,0,0,0.397366354
457,1.38062E+14,5.08147E+14,1,0,0
458,1.3835E+14,5.24629E+14,0,0,0
459,1.38354E+14,1.00666E+15,0,0,0
460,1.38354E+14,1.63481E+15,0,0,0
461,1.38441E+14,8.74334E+14,0,0,0.398427516
462,1.38441E+14,1.66143E+15,1,0.149786172,0
463,1.38441E+14,1.51572E+15,1,0.784464541,0.398884671
464,1.38441E+14,9.8229E+14,0,0,0.397912722
465,1.38498E+14,1.53034E+15,1,0,0.394240051
466,1.38515E+14,7.95999E+14,0,0,0.39778438
467,1.38515E+14,5.08147E+14,0,0,0.398115649
468,1.38515E+14,1.64751E+15,0,0,0.397234303
469,1.38525E+14,4.26995E+14,0,0,0.398588116
470,1.38525E+14,1.63575E+15,0,0.818181818,0.398648332
471,1.38525E+14,7.38555E+14,0,0,0.398675504
472,1.38525E+14,9.34528E+14,0,0.174077656,0.398588116
473,1.38525E+14,1.50626E+15,0,0,0.398588116
474,1.38565E+14,8.87518E+14,0,0,3.585329441
475,1.38588E+14,4.82839E+14,0,0.587896351,0
476,1.38588E+14,1.70897E+15,1,0.243975018,0
477,1.38588E+14,1.63567E+15,0,0.188982237,0
478,1.38588E+14,1.51595E+15,1,0,0
479,1.38592E+14,9.05009E+14,1,0.045643546,0.398211093
480,1.38599E+14,5.87787E+14,1,0.188982237,0.395396875
481,1.386E+14,5.87787E+14,0,0,0
482,1.38636E+14,5.08147E+14,0,0,0
483,1.38636E+14,1.64751E+15,0,0,0
484,1.38636E+14,5.11805E+14,0,0,0
485,1.3868E+14,1.64751E+15,1,0,0
486,1.3868E+14,8.20001E+14,0,0,0
487,1.38711E+14,8.30957E+14,1,0,0
488,1.38711E+14,1.57307E+14,0,0.360843918,0
489,1.38711E+14,5.33717E+14,0,0,0
490,1.3882E+14,4.32614E+14,0,0,0.796036455
491,1.38914E+14,5.05405E+14,0,0,1.19474877
492,1.38914E+14,5.53707E+14,1,0,1.195976586
493,1.38933E+14,4.82839E+14,0,0,0
494,1.3899E+14,8.02888E+14,0,0,2.79152068
495,1.3899E+14,5.08147E+14,0,0,2.79152068
496,1.39257E+14,9.77637E+14,0,0,0
497,1.39356E+14,8.74334E+14,1,0,0
498,1.39356E+14,1.03531E+15,0,0,0
499,1.39357E+14,1.51595E+15,0,0,0
500,1.39361E+14,7.95999E+14,0,0,0.796089468
501,1.39361E+14,8.02888E+14,0,0,0.796657242
502,1.39361E+14,5.08147E+14,1,0,0.796657242
503,1.39361E+14,1.64751E+15,1,0,0.794554928
504,1.39361E+14,1.03531E+15,0,0,0.797276283
505,1.39361E+14,9.77637E+14,0,0,0
506,1.39446E+14,1.18183E+15,0,0,0.398803519
507,1.39446E+14,1.5276E+15,0,0,0.398668286
508,1.39466E+14,1.57307E+14,0,0,0.795913444
509,1.39466E+14,1.53034E+15,0,0,0.79629188
510,1.39466E+14,9.8229E+14,0,0,0.795913444
511,1.39473E+14,9.14116E+14,1,0.21821789,0
512,1.39473E+14,5.11805E+14,1,0,0
513,1.39494E+14,4.29444E+14,0,0.382254786,0
514,1.39494E+14,5.87787E+14,1,0.560340343,0
515,1.39494E+14,8.74334E+14,1,0,0
516,1.39494E+14,7.95999E+14,1,0.039013716,0
