"","V1"
"508592469316630","10.76096798517-10.779492333935-10.730744814924-10.8585741-10.726910700135-10.741962426559-10.797913712459-10.8068469617-10.808119400078"
"509287069249674","10.75-10.779492333935-10.79258767-10.797913712459-10.8068469617"
"509510289222240","10.836245967548-10.779492333935-10.741962426559-10.79258767-10.79258767"
"509821435847913","10.764627840446-10.7694-10.780833333333-10.8585741-10.797913712459-10.7856302"
"510174425812339","10.8488503-10.7829504-10.729411608643-10.726910700135-10.779492333935-10.741962426559-10.79258767-10.797913712459-10.755595133788-10.8050546"
"510392759134995","10.779934425415-10.779492333935-10.79258767-10.773447283294-10.76612200006-10.8068469617-10.77207330075-10.801555428539"
"512685642227337","10.77014849532-10.729411608643-10.780524473274-21.024166666667-10.7829504-10.74682256752"
"513180892180206","10.77014849532-10.7694-10.763370132014-10.7899704-10.779492333935-10.729411608643-10.775833333333-10.730744814924-10.8585741-10.7694-10.7694-10.79258767"
"513601645466348","10.776888888889-10.803321980356-10.803321980356-10.79258767-10.79258767"
"513677825474517","10.77014849532-10.8488503-10.797690545493-10.77877128763-10.775833333333-10.730744814924-10.8585741"
"513903832121776","10.730744814924-10.780833333333-10.79258767-10.79258767-10.797913712459-10.787859-10.726910700135"
"514499755386185","10.764627840446-10.766129429041-10.7829504-10.787764669388-10.79258767"
"515246135302389","10.730744814924-10.7154715-10.8585741-10.803321980356-10.779492333935-10.79258767-10.787859-10.8068469617-10.7701101-10.801555428539-10.808119400078"
"515950941898153","10.779492333935-10.787764669388-10.8171473-10.8585741-10.741962426559"
"516495948528594","10.7807903-10.766129429041-10.75-10.775833333333-10.8585741-10.779492333935-10.7929997-10.7856503-10.802967616955"
"517512588411414","10.779492333935-10.79258767-10.7768402-10.81589517-10.801555428539"
"518120085016384","10.7940111-10.8585741-10.7750301-10.780855698549"
"518267068336260","10.764627840446-10.785859280932-10.779492333935-10.730852785315-10.730744814924-10.726910700135-10.741962426559-10.803321980356"
"518423154993346","10.741962426559"
"519274721574362","10.779934425415-10.8068469617"
"519599554880661","10.768005814299-10.8585741-10.787859-10.8068469617-10.808119400078"
"519778011521227","10.726910700135-10.801555428539-10.726910700135-10.808119400078"
"519899301512791","10.779788-10.7777824-10.7694-10.730852785315-10.780833333333-10.7739725-10.795590790197-10.7856503-10.8066225-10.80640357-10.78322577-10.787540368818-10.786334"
"520184324811726","10.741962426559-10.79258767-10.797913712459-10.787859-10.8068469617-10.816938324444-10.7546482-10.801555428539-10.726910700135-10.808119400078"
"521116238039240","10.779492333935-10.755595133788-10.7750301-10.8068469617-21.06324963-10.7807903"
"521229684708796","10.764627840446-10.7694-10.7940111-10.8585741-10.7694-10.77207330075"
"523149284516658","10.7694-10.779934425415-10.797913712459-10.801144417231-10.773447283294-10.794629850425"
"523210694495898","10.764627840446-10.8585741-10.797913712459-10.726910700135"
"523363061163447","10.828863253333-10.8049818-10.8585741-10.79258767-10.808119400078"
"523483477808212","10.7807903-10.785859280932-10.8049818-10.7694-10.779492333935-10.79258767-10.797913712459-10.80288639-10.8066225-10.773447283294-10.781608166192-10.7709636-10.7841666667"
"523513861157679","10.764627840446-10.79258767-10.797913712459-10.793835984512-10.7837296-10.794629850425"
"525511284283916","10.787764669388-10.730852785315-10.8171473-10.8585741-10.779492333935-10.741962426559"
"526111384217445","10.768915165541-10.779934425415-10.779934425415-10.816874263333"
"527354960763420","10.76096798517-10.766129429041-10.7694-10.7694-10.730852785315-10.730744814924-10.780833333333-10.8171473-10.8585741-10.779492333935"
"527678787400423","10.729509080508-10.730744814924-10.8585741-10.803321980356-10.79258767"
"527814970726131","10.766129429041-10.75-10.7829504-10.777698260699-10.779492333935-10.7694-10.806138-10.762200730909-10.7829504-10.729509080508-10.730852785315-10.85157868-10.813112038302-10.8585741-10.726910700135-10.803321980356-10.741962426559-10.803321980356-10.79258767-10.79258767-10.801144417231-10.723758905799-10.766129429041"
"529452507222509","10.730744814924-10.8585741-10.726910700135-10.741962426559-10.797913712459-10.738611111111-10.8068469617-10.801555428539-10.726910700135"
"529822440509153","10.8585741-10.779492333935-10.797913712459-10.8068469617-10.801274156643-10.808119400078"
"530429043805358","10.8585741-10.803321980356-10.787859-10.773447283294-10.7799597"
"531424223687375","10.730744814924-10.803321980356-10.79258767-10.797913712459-10.8068469617-10.660173396268-10.726910700135"
"532615413579840","10.764627840446-10.79258767-10.7694-10.787859-10.7807903-10.808119400078"
"532656136892900","10.741962426559-10.797913712459-10.755595133788-10.808119400078"
"532947353534726","10.8585741-10.741962426559-10.797913712459-10.7768402-10.74682256752-10.760524296444"
"533004343519772","10.766129429041-21.01124483185-10.780833333333-10.8171473-10.7769519588-10.75950582733-10.79258767-10.7726402-10.7713156-10.339491843346-10.801555428539-10.808119400078"
"533667966789680","10.7899704-10.726910700135-10.779492333935-10.741962426559-10.797913712459"
"534795423351077","10.7771196-10.729411608643-10.730744814924-10.8171473-10.8585741-10.726910700135-10.660204542205-10.8068469617"
"535137073315462","10.726910700135-10.741962426559-10.79258767-10.8068469617-10.726910700135"
"535767539919145","10.7777824-10.779492333935-10.741962426559-10.7694-10.79258767"
"535834386574516","10.7694-10.775833333333-10.8585741-10.803321980356-10.797913712459-10.7837296-10.787859-10.773447283294-10.779973522098-10.801555428539-10.726910700135-10.808119400078"
"536429096515668","10.726910700135-10.779492333935-10.75-10.726910700135"
"536887153136877","10.726910700135-10.779492333935-10.79258767-10.797913712459-10.787859-10.8068469617"
"539071572923158","10.730744814924-10.780833333333-10.8585741-10.801555428539-10.808119400078"
"539229266235695","10.7154715-10.797913712459-10.787859-10.808119400078"
"539326799554165","10.77014849532-10.7829504-10.7829504-10.7777824-10.777537591563-10.763370132014-10.766129429041-10.7829504-10.7699318-10.779934425415-10.8585741-10.726910700135-10.779492333935-10.803321980356-10.787859-10.755595133788-10.7677002-21.06324963-10.7829504-10.726910700135"
"540261832809791","10.7694-10.7694-10.779492333935-10.773447283294-10.77207330075"
"540778819412533","10.787594544051-10.7694-10.780833333333-10.79258767"
"540797939411151","10.7940111-10.8585741-10.79258767-10.797913712459-10.8022594-10.791412983219"
"540866352746073","10.764627840446-10.779492333935-10.730744814924-10.780833333333-10.8585741-10.79258767-10.7768402-10.726910700135"
"541041122729517","10.75-10.726910700135-10.741962426559-10.803321980356-10.797913712459-10.787859-10.787540368818"
"542351085930522","10.77014849532-10.768915165541-21.01124483185-10.7899704-10.779492333935-10.784353675246-10.730744814924-10.7154715-10.759583317746-10.79258767-10.770303203538-10.801144417231-10.791412983219"
"542864939199605","10.77014849532-10.7694-10.7694-10.762200730909-10.787764669388-10.806337345686-10.730744814924-10.780833333333-10.8585741-10.726910700135-10.779492333935-10.741962426559-10.7694-10.7837296-10.787859-10.781608166192-10.795663625-10.74682256752-10.726910700135"
"543056339179487","10.7899704-10.729411608643"
"543455695829802","10.766129429041-10.8585741-10.741962426559-10.787859-10.801555428539-10.808119400078"
"543979835771434","10.8585741-10.779492333935-10.797913712459-10.801555428539"
"544063225748320","10.726910700135-10.741962426559-10.738611111111-10.801555428539-10.726910700135-10.808119400078"
"545905358906654","10.766129429041-10.764627840446-10.730852785315-10.730744814924"
"546639112159022","10.77014849532-10.776888888889-10.730744814924-10.8585741-10.79258767-10.797913712459"
"547149342102130","10.779492333935-10.730852785315-10.813112038302-10.8171473-10.803321980356-10.7899704"
"547516175423930","10.730744814924-10.8585741-10.79258767-10.79258767-10.797913712459-10.726910700135"
"547643035385173","10.7940111-10.775833333333-10.803321980356-10.7841091-10.7694-10.79258767-10.7841666667"
"548548805311147","10.726910700135-10.7768402-10.726910700135-10.7835903"
"548892231931724","10.785859280932-10.727773538831-10.766129429041-10.779492333935-10.729411608643-10.767003764258-10.730744814924-10.780833333333-10.7769519588-10.726910700135-10.741962426559-10.797913712459-10.8777-10.8068469617-10.794629850425-10.801555428539-10.726910700135"
"549431708543476","10.787764669388-10.730744814924-10.8171473-10.8585741-10.7856302-10.773447283294-10.8068469617-10.794629850425"
"549538641871278","10.766129429041-10.8585741-10.797913712459-10.787859-10.779973522098-10.8068469617"
"550032095149990","10.766129429041-10.726910700135-10.779492333935-10.726910700135-10.808119400078"
"551059868404585","10.775833333333-10.8585741-10.726910700135-10.79258767-10.797913712459-10.874420983149-10.787859-10.8068469617-10.794629850425"
"551934978296072","10.730744814924-10.726910700135-10.79258767-10.797913712459-10.7768402-10.787859-10.755595133788-10.794629850425-10.792438-10.726910700135"
"552214311597130","10.8585741-10.779492333935-10.741962426559-10.79258767-10.760978525335"
"552519028236898","10.76096798517-10.730744814924-10.779492333935-10.7694-10.79258767-10.808119400078"
"553710531444429","10.766129429041-10.7777824-10.777698260699-10.729411608643-10.780833333333-10.75950582733-10.766129429041-10.766129429041-10.8171473"
"555165471305045","10.8585741-10.741962426559-10.797913712459-10.779973522098-10.7843752"
"555191574640980","10.779934425415-10.7807903-10.785859280932-10.779492333935-10.741962426559-10.7694"
"555432984604555","10.780833333333-10.8585741-10.726910700135-10.779492333935-10.797913712459-10.8068469617-10.808119400078"
"556211824531940","10.8585741-10.741962426559-10.79258767-10.755595133788-10.8068469617-10.726910700135"
"556386637852586","10.7899704-10.777698260699-10.777698260699-10.779934425415-10.780833333333-10.8171473-10.779492333935-10.797913712459-10.812470749412-10.779973522098-10.816938324444-10.7843752-10.7297592-10.7807903"
"556693517816892","10.7694-10.7899704-10.7940111-10.780833333333-10.803321980356-10.73012121984-10.803321980356-10.7694-10.79258767-10.797913712459-10.787859"
"558137657675259","10.764627840446-10.828863253333-10.806138-10.7694-10.779492333935"
"558915347607334","10.7694-10.8171473-10.7768402-10.76612200006-10.729458797101"
"559615954200736","10.77014849532-10.764627840446-21.01124483185-10.7899704-10.730744814924-10.741962426559"
"560562204095876","10.7694-10.730744814924-10.780833333333-10.8171473-10.79258767-10.8171473"
"560662524097405","10.766129429041-10.795590790197-10.726910700135-10.79258767-10.8068469617-10.808119400078"
"560869117404024","10.806138-10.730744814924-10.780833333333-10.803321980356-10.741962426559-10.773447283294"
"560905920727715","10.779492333935"
"560936340721982","10.8171473-10.813112038302-10.8171473-10.7769519588-10.8585741-10.816874263333-10.7677002"
"562152920617181","10.728783919759-10.780833333333-10.813112038302-10.7694-10.772821261302-10.794493595506-10.7704268"
"562231203927883","21.01124483185-10.7548972622-10.8585741-10.797913712459-10.787859-10.8066225-10.773447283294-10.816938324444-10.801555428539"
"563282753836927","10.7903776-10.8171473-10.75-10.726910700135"
"563887893777068","10.729509080508-10.780833333333-10.803321980356-10.797913712459-10.8171473-10.738611111111-10.714489331958-10.808119400078"
"564378157044832","10.730744814924-10.780833333333-10.779492333935-10.741962426559-10.803321980356-10.79258767-10.801555428539"
"564784507011173","10.729411608643-10.730852785315-10.7694-10.79258767-10.797913712459-10.7856302-10.781608166192"
"564922916992235","10.779788-10.777698260699-10.8171473-10.767313098301"
"565708260247237","10.7694-10.730744814924-10.779934425415-10.8171473-10.8585741-10.7929997-21.024166666667-10.8171473"
"567248783428999","10.7899704-10.7694-10.7929997"
"567363706737657","10.785720748033-10.79258767-10.801144417231"
"567767733372047","10.728783919759-10.780833333333-10.803321980356-10.79258767-10.7694-10.794493595506"
"568161470007706","10.7899704-10.730744814924-10.780833333333-10.813112038302-10.7929997"
"572161542937082","10.779934425415-10.7771196-10.7843752-10.768915165541-10.7711897-10.777537591563-10.730744814924-10.780833333333-10.805812795616-10.779492333935-10.772277371056-10.8171473-10.8171473-10.816874263333-10.8171473-10.8171473"
"576978312454002","10.8585741-10.803321980356-10.79258767-10.787859-10.7546482"
"580247795461456","10.7807903-10.764627840446-10.75-10.803321980356-10.7768402-10.7837296"
"585266574953652","10.726910700135-10.741962426559-10.7694-10.797913712459-10.738611111111-10.8068469617-10.801555428539-10.808119400078"
"587710671382257","10.766129429041-10.7899704-10.790258594234-10.780775419592-10.730852785315-10.730744814924-10.7907801-10.813112038302-10.803321980356-10.759583317746-10.8474672-10.8171473-10.8171473"
"588438194637783","10.766129429041-10.758093141193-10.8585741-10.79258767-10.801144417231-10.773447283294-10.7903776"
"589948644486630","10.741962426559-10.79258767-10.797913712459-10.726910700135-10.808119400078"
"593266240811774","10.8585741-10.79258767-10.773447283294-10.8068469617-10.7841666667-10.801555428539-10.808119400078"
"594268804047130","10.836245967548-10.7829571025-10.730744814924-10.8585741-10.77429999-10.797913712459-10.7694-10.765942902456"
"594886360651583","10.7694-10.79258767-10.797913712459-10.7856302-10.857995-10.808119400078"
"594932890644869","10.780833333333-10.741962426559-10.797913712459-10.779973522098-10.7677002-10.792438-10.7903776-10.7807903-10.727359179346"
"595204997295165","10.779788-10.780833333333-10.767313098301-10.813112038302-10.8171473-10.8171473-10.782853210143"
"604299643043472","10.75-10.7694-10.808119400078-10.776888888889"
"604517696354265","10.7694-10.8171473-10.777132298941-10.773447283294-10.755595133788"
"605153882956178","10.8585741-10.797913712459-10.874420983149-10.779973522098"
"608709365933668","10.766129429041-10.7694-10.726910700135-10.738611111111"
"610863502387795","10.730744814924-10.7694-10.787859-10.755595133788-10.774620909332"
"612346562249880","10.813112038302-10.7769519588-10.8585741-10.779492333935"
"616069315198780","10.726910700135-10.79258767-10.797913712459-10.773447283294"
"617314225074105","10.779934425415-10.7899704-10.730744814924-10.780833333333-10.8585741-10.726910700135-10.741962426559-10.797913712459-10.7768402-10.773278596056-10.7750301"
"621521317986434","10.8171473-10.8585741-10.779492333935-10.79258767-10.787859-10.8068469617"
"621836847954386","10.775833333333-10.797913712459-10.773447283294-10.755595133788"
"625758314229025","10.7899704-10.775833333333-10.726910700135-10.779492333935-10.8554313-10.7694-10.8488503"
"626469317493279","10.77014849532-10.7807903-10.7829504-10.785720748033-10.766129429041-10.787764669388-10.7907801-10.726910700135-10.780775419592-10.7694-10.760978525335-10.773278596056-10.77575491212-10.7750301-10.860573905-21.06324963-10.796220788824-10.804634796667"
"630907087049569","10.771507966836-10.7829504-10.806337345686-10.7829504-10.762200730909-10.7699318-10.8171473-10.7677002"
"631998980273148","10.787859-10.757445188796-10.757289056046"
"634638469972286","10.8585741-10.797913712459-10.793835984512-10.8068469617-10.714489331958-21.06324963-10.7701101-10.72790167305-10.726910700135-10.808119400078"
"635649079909695","10.766129429041-10.80049326-10.8585741-10.779492333935-10.8171473-10.729451347451"
"641011606001289","10.833248422669-10.763370132014-10.781373055482-10.794553763104-10.7694-10.729411608643-10.779934425415-10.813112038302-10.779492333935-10.772056035797-10.8554313-10.79258767-10.7694-10.7856302-10.912801269844-10.80640357-10.730852785315-10.7297592-10.7807903-10.774620909332-10.77469-10.7829504-10.726910700135"
"642979752508325","10.7807903-10.726910700135-10.779492333935-10.79258767-10.660204542205-10.7807903"
"643211952487193","10.779934425415-10.779492333935-10.803321980356-10.797913712459"
"643579139115451","10.726910700135-10.741962426559-10.787859-10.8068469617-10.727599639211"
"643772309097071","10.7777824-10.766129429041-10.730744814924-10.813112038302-10.8171473-10.803321980356-10.7768402"
"646529075489587","21.01124483185-10.768915165541-10.7777824"
"646919525448406","10.775833333333-10.7769519588-10.755595133788"
"648356888637256","10.7777824-10.730744814924-10.8585741-10.79258767-10.8488503-10.804150856204-10.779973522098"
"650245335117707","10.730744814924-10.803321980356-10.79258767-10.797913712459-10.787859"
"650934071716467","10.787764669388-10.8585741-10.726910700135-10.803321980356-10.79258767-10.79258767"
"652816658193379","10.7899704-10.780833333333-10.803321980356-10.79258767"
"653431448132899","10.766129429041-10.790258594234-10.767313098301-10.813112038302-10.766129429041"
"654391061369473","21.01124483185-10.763370132014-10.7899704-10.780833333333-10.797913712459-21.06324963"
"656073034532759","10.775833333333-10.726910700135-10.79258767-10.797913712459-10.7768402"
"657825667692595","21.01124483185-10.7829571025-10.765942902456-10.779492333935-10.7694-10.794553763104-10.729411608643-10.730852785315-10.730744814924-10.780833333333-10.8171473-10.7897234-10.741962426559-10.7694-10.79258767-10.7768402-21.024166666667"
"659818870825012","10.726910700135-10.79258767-10.797913712459-10.857995-10.808119400078"
"660661580702842","10.7777824-10.730852785315-10.795590790197-10.726910700135-10.7768402-10.773278596056"
"666390466796788","10.7940111-10.780524473274-10.780833333333-10.7929997-10.8171473-10.766129429041-21.06324963"
"671843859585302","10.7829504-10.766129429041-10.779973522098-10.7829504"
"673446972795351","10.7940111-10.741962426559-10.79258767-10.8171473-10.726910700135"
"673460386129547","10.729411608643-10.797913712459-10.77207330075-10.726910700135"
"676793119124614","10.7940111-10.730744814924-10.780833333333-10.8585741-10.79258767"
"681013088699792","10.730744814924-10.8171473-10.779492333935-10.8554313-10.79258767-10.79258767"
"683968915072438","10.730744814924-10.780833333333-10.79258767-10.79258767-10.787859-10.72790167305"
"687356394734022","10.787764669388-10.8585741-10.779492333935"
"687641771371084","10.763370132014-10.766129429041-10.780833333333-10.779973522098"
"689083624559469","10.806138-10.729509080508-10.8585741-10.779492333935-10.797913712459-10.8068469617-10.72790167305"
"692479154221494","10.779492333935-10.741962426559-10.803321980356-10.79258767-10.773278596056"
"692484414221500","10.762200730909-10.8171473-10.726910700135-10.8171473-10.781373055482-10.8171473"
"695153200619282","10.77014849532-10.766129429041-10.730744814924-10.779492333935-10.741962426559-10.79258767-10.773447283294-10.762162464812"
"696228443855427","10.7807903-10.799526065-10.7899704-10.7940111-10.730744814924-10.797913712459"
"697756486990746","10.7843752-10.790258594234"
"698375650299059","10.7829571025-10.772029089565-10.763370132014-10.808119400078"
"700841190016491","10.714840625129-10.795590790197-10.795590790197-10.795590790197-10.795590790197"
"701059946694911","10.766129429041-10.7829504-10.780833333333-10.8171473-10.726910700135-10.723758905799-10.7837296-10.8068469617-10.714489331958-10.726910700135"
"701362016631658","10.777698260699-10.777698260699-10.777698260699-10.777698260699-10.777698260699-10.777698260699"
"705273589603943","10.8585741-10.726910700135-10.79258767-10.797913712459-10.787859-10.726910700135"
"708414719258002","10.726910700135-10.79258767-10.787859-10.760978525335"
"711196992346902","10.730744814924-10.8585741-10.803321980356-10.79258767-10.8068469617-10.7841666667"
"713353622129100","10.779934425415-10.8171473-10.7929997-10.773447283294"
"713544618745555","10.7899704-10.79258767-10.797913712459-10.8777-10.779973522098-10.7829504"
"714714581993034","10.8066225-10.8585741-10.803321980356-10.79258767-10.79258767-10.726910700135-10.7841666667"
"714966078604515","10.7899704-10.780775419592-10.780833333333-10.8171473-10.8171473"
"716852681749650","10.790258594234-10.767313098301-10.779788-10.78392654-10.767313098301-10.7769519588-10.790258594234-10.767313098301-10.794493595506-10.772821261302-10.767313098301-10.7694"
"717903011675029","10.75-10.767003764258-10.780833333333-10.912801269844-10.773447283294-10.738611111111-10.8068469617-10.808119400078"
"718978871570754","10.7990656-10.730744814924-10.7907801-10.7694-10.79258767-10.7837296"
"719065998237524","10.7694-10.779934425415-10.8171473"
"719855601482008","10.78267-10.8129225-10.7890902-10.779492333935-10.720371452938-10.8171473-10.799289589969-10.779492333935-10.741962426559-10.801144417231-21.024166666667-10.779973522098-10.8068469617-10.72910564-10.79423034573-10.808119400078"
"722984001166423","10.780775419592-10.7940111-10.7918901-10.7929997-10.8474672-10.79258767-10.8171473"
"725951694216126","10.726910700135-10.741962426559-10.797913712459-10.787859-10.726910700135"
"726783144121341","10.836245967548-21.01124483185-10.7777824-10.766129429041-10.7694-10.794553763104-10.729411608643-10.730744814924-10.779934425415-10.780833333333-10.768005814299-10.775833333333-10.8585741-10.803321980356-10.779492333935-10.741962426559-10.8554313-10.7694-10.79258767-10.78322577-10.755595133788-10.8068469617-21.0333-10.7841666667-10.77207330075-10.75-10.7807903-10.79423034573-10.7807903-10.727359179346-10.808119400078"
"728066947338277","10.7694-10.726910700135-10.797913712459-10.726910700135-10.808119400078"
"728220450642165","10.7829504-10.775833333333-10.755595133788-10.7677002-10.726910700135"
"728229983978860","10.766129429041-10.7694-10.7899704-10.780833333333-10.813112038302-10.8171473-10.7694-10.79258767"
"730613557069860","10.766129429041-10.8171473-10.8585741-10.741962426559-10.723758905799-10.7837296-10.787859-10.773447283294-10.777603336811"
"731425573668695","10.8585741-10.79258767-10.79258767-10.797913712459-10.787859-10.75"
"732281050238145","10.730744814924-10.726910700135-10.741962426559-10.8068469617"
"733407046759445","10.777698260699-10.8585741-10.726910700135-10.797913712459-10.7768402"
"736112283191126","10.7841091-10.729762249729-10.755595133788-10.78322577-10.801555428539-10.808119400078"
"736184043153596","10.7694-10.7899704-10.730744814924-10.779492333935-10.79258767"
"736574873153137","10.7899704-10.758093141193-10.7940111-10.8171473-10.803321980356"
"737701309662788","10.77014849532-10.768915165541-10.7777824-10.7829504-10.779492333935-10.729411608643-10.730744814924-10.780833333333-10.8171473-10.795590790197-10.741962426559-10.803321980356-10.797913712459-10.723758905799-10.7806563719-10.7837296-10.8066225-10.773447283294-10.787540368818-10.7770624-10.7835903"
"739325316199839","10.768915165541-10.8585741-10.797913712459-10.75-10.7843752-10.726910700135"
"741193129319819","10.806337345686-10.8585741-10.803321980356-10.797913712459-10.912801269844"
"742252329240883","10.780833333333-10.813112038302-10.7769519588-10.79258767"
"742505029188742","10.780833333333-10.787859-10.69461088708-10.72790167305"
"742674219199963","10.7777824-10.779492333935-10.8171473-10.8585741-10.73012121984-10.7929997-10.79258767-10.797913712459-10.8171473-10.773447283294-10.755595133788-10.789192-10.7632256"
"742711882501236","10.7819004-10.77014849532-10.7807903-10.7829504-10.7694-10.806337345686-10.7899704-10.7829504-10.762200730909-10.729411608643-10.730852785315-10.7699318-10.730744814924-10.779934425415-10.8171473-10.775833333333-10.779492333935-10.7694-10.79258767-10.797913712459-10.7768402-10.7837296-10.80640357-10.755595133788-10.860573905-10.806337345686-10.7841666667-21.06324963-10.7807903-10.804634796667"
"743179219148011","10.77014849532-10.771507966836-10.766129429041-10.7899704-10.781373055482-10.730852785315-10.8171473-10.8171473"
"743974415734440","10.730744814924-10.8585741-10.741962426559-10.79258767-10.797913712459-10.7768402"
"744647905668436","10.7694-10.8585741-10.726910700135-10.741962426559-10.793835984512-10.760562188506-10.773447283294-10.738611111111-10.7694-10.729451347451-10.729649866797-10.779973522098-10.801555428539-10.726910700135-10.808119400078"
"748156871994455","10.7694-10.741962426559-10.801144417231-10.874420983149-10.8068469617"
"748287678650931","10.767003764258-10.8585741-10.7897234-10.797913712459-10.738611111111-10.7260599-10.808119400078"
"753474001425882","10.763370132014-10.7899704-10.730852785315-10.775833333333-10.730744814924-10.803321980356-10.7929997"
"753651941406048","10.729411608643-10.775833333333-10.8585741-10.789192-10.7802687-10.804634796667"
"753836064761614","10.766129429041-10.726910700135-10.7730503-10.787540368818-10.8068469617-10.726910700135"
"754747988004343","10.730744814924-10.780833333333-10.7929997-10.79258767"
"755583684588001","10.730852785315-10.7907801-10.803321980356-10.803321980356-10.803321980356-10.7694-10.7929997"
"756387537820954","10.8049818-10.797913712459-10.801144417231-10.7771196-10.75-10.765942902456-10.773278596056"
"758037080968079","10.7807903-10.7899704-10.7694-10.730744814924-10.8585741-10.803321980356-10.8554313-10.797913712459-10.806337345686"
"758271054278851","10.766129429041-10.78392654-10.762200730909-10.767003764258-10.780833333333-10.8171473-10.777698260699"
"759014397564744","10.729411608643-10.730744814924-10.8585741-10.79258767-10.79258767-10.797913712459"
"760338004097228","10.7829504-10.7694-10.730852785315-10.730744814924-10.8585741-10.787859-10.760978525335-10.794629850425"
"763511273776237","10.7694-10.75-10.7694-10.79258767"
"764736363633093","10.7647495-10.764627840446-10.779973522098-10.801555428539"
"764764123630172","10.726910700135-10.7694-10.7856302-10.773447283294-10.801555428539-10.808119400078"
"766103970160221","10.730744814924-10.8585741-10.726910700135-10.741962426559-10.79258767-10.797913712459-10.773447283294"
"766698590102673","10.7990656-10.803321980356-10.7841091-10.79258767-10.8171473-10.791412983219"
"767036236776544","10.779492333935-10.730744814924-10.780833333333-10.8585741-10.726910700135-10.741962426559-10.803321980356"
"767923733353775","10.763370132014-10.7899704-10.730852785315-10.730744814924-10.780833333333-10.8171473-10.803321980356-10.79258767"
"768042633341714","10.728783919759-10.780833333333-10.7769519588-10.8585741-10.779492333935-10.797913712459-10.804634796667"
"769990746444431","10.77014849532-10.7844439-10.7777824-10.7899704-10.779934425415-10.8585741-10.795590790197-10.797913712459-10.755595133788-10.7878103-10.8068469617-10.804150856204-10.789192"
"771151099681189","10.8488503-10.766129429041-10.77877128763-10.79258767-10.797913712459-10.78322577-10.78322577-21.0333-10.7841666667"
"771244046354817","10.77014849532-10.7694-10.766129429041-10.790258594234-10.79258767-10.797913712459"
"771505632953533","10.763370132014-10.7899704-10.730744814924-10.780833333333-10.741962426559-10.79258767-10.773741394188"
"772227329556231","10.780833333333-10.803321980356-10.803321980356-10.803321980356-10.773447283294"
"773330646112734","10.76096798517-10.7694-10.766129429041-10.75-10.780775419592-10.729411608643-10.7940111-10.730852785315-10.730744814924-10.7907801-10.8171473-10.7769519588-10.8585741-10.803321980356-10.803321980356-10.803321980356-10.7694-10.759583317746-10.79258767-10.8171473-10.787859-10.816874263333-10.8171473-10.7841666667-10.726910700135"
"773779482730493","10.764627840446-10.7694-10.7899704-10.7829504-10.779492333935-10.755595133788-21.06324963"
"773975659415436","10.7940111-10.779934425415-10.779492333935-10.79258767-10.773447283294"
"777188089076714","10.75-10.777698260699-10.779492333935-10.729509080508-10.730852785315-10.730744814924-10.8171473-10.775833333333-10.8585741-10.79258767-10.874420983149-10.79423034573-10.787859-10.75-10.755595133788"
"777401619073114","10.764627840446-10.766129429041-10.730852785315-10.730744814924-10.7769519588-10.8585741-10.787859-10.72790167305-10.726910700135-10.808119400078"
"779490918818447","10.7694-10.7899704-10.775833333333-10.7907801"
"779761258836576","10.730852785315-10.767003764258-10.730744814924-10.779934425415-10.7694-10.79258767-10.773447283294-10.7835903"
"780538515424612","10.730744814924-10.779934425415-10.775833333333-10.741962426559-10.79258767-10.79258767-10.797913712459-10.860573905-10.726910700135-10.808119400078"
"781406191985725","10.726910700135-10.7897234-10.741962426559-10.797913712459-10.7347774-10.727599639211-10.726910700135"
"782741165171295","10.779934425415-10.797913712459-10.7807903"
"785071091639400","10.780833333333-10.797913712459-10.772821261302-10.7679796-10.8068469617"
"785329451596424","21.01124483185-10.7899704-10.8585741-10.779492333935-10.741962426559-10.797913712459-10.79423034573-10.7837296-10.7770624-10.7807903-10.79423034573"
"788317357957045","10.8585741-10.726910700135-10.803321980356-10.779492333935-10.741962426559-10.816938324444-10.74682256752-10.7843752-10.801555428539"
"788721994588196","10.76096798517-10.8066225-10.8585741-10.8066225"
"792583444197020","10.7694-10.7899704-10.780833333333-10.8171473-10.8171473-10.76612200006-10.8171473"
"792803860830891","10.764627840446-10.766129429041-10.8585741-10.726910700135-10.729649866797"
"793252727487518","10.7899704-10.730744814924-10.741962426559-10.79258767-10.79258767"
"796741527119761","10.764627840446-10.8585741-10.79258767"
"797361617074450","10.7940111-10.780833333333-10.803321980356-10.7768402-10.801555428539"
"797901256985747","10.766129429041-10.806337345686-10.7899704-10.790258594234-10.7694-10.729411608643-10.730852785315-10.806337345686-10.730744814924-10.8171473-10.8585741-10.806337345686-10.787859-10.7856503-10.806337345686-10.755595133788-10.806337345686-10.7677002-21.06324963-10.7829504"
"801196210006579","10.7829504-10.730852785315-10.779492333935-10.77429999-10.7694-10.7929997-10.79258767-10.79258767"
"802238436552109","10.7829504-10.730744814924-10.8585741-10.755595133788-10.7829504"
"802540193225427","10.730744814924-10.8585741-10.741962426559-10.79258767-10.79258767-10.726910700135"
"802878073191317","10.777698260699-10.780833333333-10.813112038302-10.8171473-10.7769519588"
"805084949602568","10.7777824-10.7899704-10.777537591563-10.766129429041"
"815560251885803","10.779934425415-10.8171473-10.775833333333-10.8171473-10.8171473-10.816938324444"
"816784131778331","10.813112038302-10.7769519588-10.7694-10.738611111111"
