"","V1"
"196566947344202","10.758847635223-10.7694-10.773278596056-10.755595133788-10.74682256752-21.06324963"
"197031200630308","10.7829504-10.8554313-10.755595133788-10.7843752"
"198074330531022","10.8585741-10.79258767"
"199287123737754","10.730744814924-10.79258767-10.797913712459-10.773447283294"
"200318976967605","10.7844439-10.730744814924-10.780833333333-10.7844439-10.79258767-10.79258767-21.06324963"
"204460536553079","10.775833333333-10.730744814924-10.79258767-10.787540368818"
"207265289605339","10.806138-10.730744814924-10.803321980356-10.79258767-10.79258767-10.797913712459-10.801555428539-10.808119400078"
"208501676148665","10.762200730909-10.780833333333-10.799289589969-10.8585741-10.779492333935-10.741962426559-10.79258767-10.7980404-10.74682256752"
"218413778490224","10.779492333935-10.730852785315-10.779934425415-10.8171473-10.803321980356"
"315382211964039","10.726910700135-10.779492333935-10.79258767-10.79258767-10.797913712459-10.808119400078"
"330837237063231","10.730744814924-10.8585741-10.779492333935-10.741962426559-10.79258767-10.787859-10.714489331958"
"392648814275684","10.780833333333-10.787859-10.7694-10.8068469617-10.801555428539-10.808119400078"
"403351013198649","10.766129429041-10.780833333333-10.7769519588-10.7694-10.794493595506-10.7704268"
"406586192845055","10.828863253333-10.8171473-10.79258767-10.79258767-10.794629850425-10.801274156643"
"406632259535745","10.766129429041-10.8585741-10.726910700135-10.804634796667"
"406638379532262","10.79258767-10.8068469617-10.801555428539-10.808119400078"
"407083886168985","10.7694-10.730852785315-10.730744814924-10.8585741-10.787859-10.773447283294-10.77207330075"
"407507896114058","10.764627840446-10.8585741-10.726910700135-10.787859-10.7856302-10.773447283294-10.794629850425"
"407511526113695","10.7694-10.7694-10.772056035797-10.7694-10.772056035797-10.772056035797-10.772056035797-10.772056035797-10.772056035797"
"408541722672692","10.730744814924-10.779934425415-10.8585741-10.779492333935-10.797913712459-10.773447283294-10.779973522098-10.7843752"
"410278995838442","10.8585741-10.726910700135-10.7694-10.79258767-10.801555428539-10.808119400078"
"410447369161709","10.730744814924-10.8585741-10.779492333935-10.7694-10.781608166192-10.753842394284"
"411111455752491","10.7899704-10.730744814924-10.8585741-10.741962426559-10.803321980356-10.79258767-10.79258767-10.75"
"412039719004284","10.7835903-10.7777824-10.7694-10.767003764258-10.780833333333-10.8585741-21.024166666667"
"414349972092722","10.766129429041-10.777329760768-10.8171473-10.729411608643-10.766129429041-10.766129429041-10.7713156"
"414599392078162","10.7694-10.8585741-10.741962426559-10.79258767-10.797913712459-10.787859-10.8066225-10.773447283294"
"415045388700795","10.7829571025-10.730852785315-10.780833333333-10.8585741-10.79258767-10.78722-10.794205-10.767180347565"
"417103145153839","10.7829504-10.729411608643-10.729509080508-10.8171473"
"417376031789328","10.7899704-10.730744814924-10.8585741-10.726910700135-10.803321980356-10.803321980356-10.779492333935-10.803321980356-10.741962426559-10.803321980356-10.79258767-10.79258767-10.797913712459-10.738611111111-10.7841666667"
"421832248016283","10.795590790197-10.7694-10.741962426559-10.8068469617-10.795663625-10.779973522098-10.72790167305-10.727359179346-10.801555428539-10.726910700135"
"424027814453473","10.7807903-10.8585741-10.726910700135-10.741962426559-10.79258767-10.797913712459-10.779973522098"
"425133131020448","10.803321980356-10.803321980356"
"425358521008675","10.75-10.803321980356-10.860573905"
"426160660911320","10.773370292485-10.790258594234-10.730852785315-10.730744814924-10.779934425415-10.813112038302-10.8171473-10.803321980356-10.803321980356-10.803321980356-10.766129429041-10.79258767-10.79258767-10.816874263333-10.8171473"
"427463854124684","10.730852785315-10.767003764258-10.795590790197-10.726910700135-10.779492333935-10.773447283294-10.781608166192-10.794629850425-10.795663625-10.77207330075-10.727359179346-10.726910700135"
"428467067350670","10.726910700135-10.7878103-10.7750301-10.727599639211"
"431016703774378","10.8585741-10.874420983149-10.7806563719-10.8068469617"
"431077113743758","10.7829571025-10.779492333935-10.762200730909-10.8585741-10.79258767-10.79258767-10.7776642"
"431568943719678","10.766129429041-10.8585741-10.79258767-10.797913712459-10.738611111111-10.7632256-10.779288450166-10.808119400078"
"431629380361713","10.8585741-10.7694-10.79258767-10.79258767-10.7768402-10.8068469617"
"432862853587844","10.7769519588-10.8068469617-10.7713156-10.8171473-10.7807903-10.7807903-10.7807903-10.808119400078"
"433057513561589","10.8585741-10.787859-10.726910700135-10.726910700135"
"433200706871260","10.766129429041-10.730744814924-10.779934425415-10.780833333333-10.812470749412-10.729451347451-10.72790167305"
"433606973494655","10.766129429041-10.723758905799-21.024166666667-10.755595133788-10.726910700135"
"434633080062354","10.7807903-10.7899704-10.730744814924-10.726910700135-10.79258767-10.797913712459-10.7768402"
"434654790068060","10.730744814924-10.8585741-10.779492333935-10.741962426559-10.79258767-10.797913712459-10.801144417231-10.795663625-10.808119400078"
"434733423404517","10.7899704-10.75-10.780833333333-10.7769519588-10.779492333935-10.803321980356-10.79258767-10.8171473"
"434822710051809","10.77014849532-10.784932328478-10.874420983149-10.777747462188-10.780855698549"
"435014956691478","10.7768402-10.726910700135-10.7750301-10.7807903-10.7835903-10.7807903"
"435209683339371","10.780833333333-10.797913712459-10.727359179346"
"436659803203693","10.780833333333-10.803321980356-10.79258767-10.797913712459-10.7768402-10.808119400078"
"437051459821810","10.766129429041-10.777698260699-10.777698260699-10.777698260699-10.777698260699"
"437117823155914","10.7899704-10.779492333935-10.730744814924-10.780833333333-10.8171473-10.803321980356-10.7929997-10.79258767"
"437942253073199","10.8585741-10.773447283294-10.7694-10.8068469617-10.753842394284-10.801555428539"
"438497626347417","10.779492333935-10.8585741-10.779492333935-10.741962426559-10.766129429041-10.79258767-10.787859-10.784618187806-10.808119400078"
"438770566311705","10.7807903-10.7694-10.8171473-10.803321980356-10.79258767"
"439603849580984","10.8585741-10.726910700135-10.741962426559-10.7694-10.797913712459-10.787859-10.8068469617-10.801555428539"
"440227372829647","10.726910700135-10.797913712459-10.7701101-10.801555428539-10.808119400078"
"441801959356999","10.803321980356-10.8554313-10.79258767-10.797913712459-10.773447283294"
"442822525920982","10.766129429041-10.767313098301-10.78392654-10.779934425415-10.7694-10.767313098301-10.772821261302-10.767313098301"
"443044709213659","10.766129429041-10.808119400078"
"443390785870385","10.779934425415-10.8585741-10.797913712459-10.75"
"443446559177713","10.7694-10.8585741-10.79258767-10.808119400078"
"445530322314058","10.741962426559-10.7694-10.797913712459-10.738611111111"
"445619552295405","10.7899704-10.779934425415-10.775833333333-10.8171473"
"447314352120923","10.766129429041-10.777698260699-10.779934425415-10.728783919759-10.780833333333-10.7841091-10.73012121984-10.7929997-10.79258767-10.79258767"
"448059298716506","10.726910700135-10.79258767-10.8068469617-10.8050546-10.801555428539-10.808119400078"
"449296218608148","10.730744814924-10.8585741-10.80288639-10.7776642-10.781608166192-10.7750301-10.77207330075"
"449445798585494","10.7835903-10.766129429041-10.8171473-10.8585741-10.741962426559-10.797913712459-10.8068469617-10.74682256752-10.7835903-10.727359179346-10.801555428539-10.726910700135"
"449467291925248","10.8585741-10.741962426559-10.79258767-10.797913712459-10.801555428539"
"450037791864047","10.779492333935-10.741962426559-10.7694-10.79258767-10.79258767-10.797913712459-10.8068469617-10.808119400078"
"450149628521985","10.730744814924-10.8585741-10.803321980356-10.79258767-10.79258767-10.787859"
"450466538470827","10.806337345686-10.730744814924-10.780833333333-10.8585741"
"450738748448749","10.779934425415-10.779934425415-10.728783919759-10.775833333333-10.7769519588-10.726910700135-10.803321980356-10.803321980356-10.766129429041-10.8554313-10.766129429041-10.79258767-10.79258767-10.772393308507-10.766129429041-10.790258594234-10.8171473-10.76612200006-10.816874263333-10.755595133788-10.8171473-10.731776556254-10.78322577-10.738611111111-10.8068469617-10.795663625-10.7677002-10.777698260699-10.792438-10.816938324444-10.766129429041-10.74682256752-10.777347060613-10.794493595506-10.7843752-10.77207330075-10.777603336811-10.779973522098-10.727359179346-10.726910700135"
"450947648421969","10.76096798517-10.726910700135-10.803321980356-10.79258767-10.773447283294-10.727599639211-10.808119400078"
"451025245089370","10.764627840446-10.780833333333-10.8585741-10.79258767-10.79258767-10.912801269844-10.7730503"
"452102751642373","10.8309774-10.762250582494-10.787764669388-10.786747676749-10.729411608643-10.803321980356-10.808919285811-10.778616976189-10.775483896073-10.784932328478-21.024166666667-10.7701492-10.790572142-10.757445188796-10.841087386943-10.753842394284"
"454659104742450","10.7694-10.780833333333-10.8585741-10.726910700135-10.741962426559-10.7694-10.79258767-10.72790167305-10.727359179346-10.726910700135"
"455596434623541","10.779492333935-10.726910700135-10.79258767-10.79258767"
"455822741295461","10.78722-10.730744814924-10.779492333935-10.797913712459-10.755595133788-10.7902403"
"457613797776937","10.780833333333-10.7907801-10.8171473-10.779492333935-10.766129429041-10.79258767-10.74682256752-10.789192-10.808119400078"
"458232394361795","10.726910700135-10.741962426559-10.773447283294-10.76612200006-10.8171473-10.7827902"
"459763414224128","10.779492333935-10.797913712459-10.723758905799-10.773447283294"
"462375870630778","10.8585741-10.726910700135-10.79258767-10.773278596056-10.8068469617-10.727359179346"
"462375950630770","10.7154715-10.8585741-10.79258767-10.797913712459-10.787859"
"464539187081610","10.806337345686-10.7154715-10.803321980356-10.79258767-10.79258767-10.7768402"
"465274576989879","10.7829504-10.7829504-10.729411608643-10.8171473-10.8171473-10.8171473"
"465469283637514","10.787764669388-10.767003764258-10.8585741-10.773447283294-10.795663625"
"466007660245159","10.766129429041-10.8585741-10.741962426559-10.79258767-10.797913712459-10.793835984512-10.787859-10.77207330075-10.72910564-10.7701101-10.726910700135"
"466188870251315","10.77014849532-10.78722-10.7940111-10.730744814924-10.803321980356-10.803321980356-10.79258767-10.794553763104"
"466608546844364","10.766129429041-10.76096798517-10.730744814924-10.813112038302-10.8171473-10.7694"
"467894660064257","10.7899704-10.730744814924-10.728783919759-10.780833333333-10.7769519588-10.773447283294-10.738611111111-10.72790167305"
"469001606618204","10.76096798517-10.766129429041-10.806138-10.8171473-10.726910700135-10.741962426559-10.79258767-10.889174720429-10.779288450166-10.801555428539-10.726910700135"
"469329439904964","10.8585741-10.781608166192-10.808119400078"
"469398059935128","10.7548972622-10.803321980356-10.803321980356-10.803321980356-10.79258767-10.797913712459"
"469754813204262","10.766129429041-10.803321980356-10.8068469617-10.808119400078"
"470525663152772","10.7899704-10.779492333935-10.7694-10.773447283294-10.760524296444"
"472369186279758","10.730744814924-10.8585741-10.801555428539-10.791412983219"
"472669539604035","10.776888888889-10.7899704-10.7940111-10.730744814924-10.780833333333-10.79258767"
"473027799524477","10.777698260699-10.726910700135-10.741962426559-10.79258767-10.79258767-10.77207330075-10.760524296444"
"473057772881230","10.779934425415-10.763370132014-10.780775419592-10.767313098301-10.813112038302-10.8171473-10.7844439-10.799289589969-10.7902498-10.803321980356-10.7694-10.759583317746-10.79258767-10.79258767-10.8171473-10.7730503-10.8171473"
"473868122783324","10.779934425415-10.813112038302-10.767313098301-10.767313098301"
"473960159475365","10.8585741-10.726910700135-10.741962426559-10.726910700135-10.808119400078"
"474118289441946","10.787764669388-10.730744814924-10.780833333333-10.8585741-10.79258767-10.912801269844"
"474494562754927","10.764627840446-10.8585741-10.79258767-10.79258767-10.773447283294"
"474992689338230","10.797913712459-10.7806563719-10.787859-10.8068469617-10.801555428539"
"478602778968260","10.776888888889-10.780833333333-10.726910700135-10.779492333935-10.741962426559-10.7694-10.79258767"
"481628508682423","10.7777824-10.730744814924-10.780833333333-10.779492333935-10.79258767"
"482752061926796","10.785720748033-10.7899704-10.730744814924-10.780833333333-10.767313098301-10.8171473"
"483061055187231","10.730744814924-10.8585741-10.79258767-10.797913712459-10.726910700135-10.8068469617"
"484006808435840","10.77014849532-10.79258767-10.773447283294-10.808119400078"
"484056645108661","10.7829504-10.777537591563-10.7829504-10.806138-10.7829504-10.729411608643-10.806337345686-10.730744814924-10.8585741-10.726910700135-10.7768402-10.75"
"484282635086203","10.75-10.79258767-10.79258767"
"484291718409248","10.780833333333-10.779492333935-10.741962426559-10.797913712459-10.787859-10.808119400078"
"484346231726681","10.764627840446-10.779492333935-10.8585741-10.741962426559-10.79258767-10.787859-10.794629850425-10.808119400078"
"484903858348228","10.785859280932-10.779492333935-10.741962426559"
"489106891271298","10.8585741-10.779492333935-10.79258767-10.79258767-10.797913712459-10.8068469617-10.794629850425-10.75-10.808119400078"
"490917987736402","10.7777824-10.7899704-10.780833333333-10.779492333935-10.79258767-10.7694-10.7750301-10.8068469617-10.860573905"
"491323391040278","10.7694-10.765942902456-10.766129429041-10.7899704-10.7694-10.8585741-10.779492333935-10.803321980356-10.797913712459"
"492840054230193","10.8585741-10.726910700135-10.779492333935-10.741962426559-10.7694-10.79258767-10.889174720429-10.755595133788-10.8068469617-10.7841666667-10.7546482-10.801555428539-10.726910700135"
"493132844181060","10.726910700135-10.803321980356-10.803321980356-10.803321980356-10.803321980356-10.7694-10.79258767-10.797913712459"
"493639604146555","10.787764669388-10.726910700135-10.787859-10.8068469617"
"495668803924783","10.787594544051-10.7694-10.787764669388-10.730852785315-10.730744814924-10.8585741-10.726910700135-10.7694-10.741962426559"
"495946033916246","10.767313098301-10.767313098301-10.767313098301-10.767313098301-10.767313098301-10.767313098301"
"496010790577223","10.726910700135-10.803321980356-10.797913712459-10.801144417231-10.7548972622"
"496733093842097","10.780833333333-10.8585741-10.726910700135-10.741962426559-10.79258767-10.797913712459-10.8068469617-10.77207330075-10.727599639211"
"496744447165828","10.779492333935-10.730852785315-10.730744814924-10.8585741-10.726910700135-10.79258767-10.797913712459-10.773447283294-10.8068469617-10.773573760021-10.808119400078"
"497129763779869","10.779492333935-10.797913712459-10.787859-10.778148417252-10.7750301"
"497255913789754","10.7899704-10.726910700135-10.779492333935-10.741962426559-10.79258767-10.797913712459"
"497759277070685","10.8585741-10.779492333935-10.741962426559-10.7768402-10.7623720542"
"497776730383774","10.730744814924-10.780833333333-10.803321980356-10.803321980356-10.79258767-10.797913712459-10.794629850425"
"498001127028670","10.836245967548-10.726910700135-10.803321980356-10.7694-10.7750301"
"499130986927936","10.8585741-10.79258767-10.797913712459-10.726910700135"
"499259940254124","10.7694-10.79258767-10.797913712459-10.874420983149-10.777603336811-10.801555428539-10.808119400078"
"499389476898835","10.8585741-10.726910700135-10.803321980356-10.779492333935-10.803321980356-10.79258767-10.797913712459-10.874420983149-10.7750301-10.7841666667-10.7694-10.789192-10.808119400078"
"500427516800893","10.7807903-10.766129429041-10.779934425415-10.780833333333-10.726910700135-10.779492333935-10.7694-10.79258767-10.773447283294"
"500843930077574","10.79258767-10.8068469617-10.726910700135"
"500861113420487","10.730744814924-10.780833333333-10.779492333935-10.741962426559-10.79258767-10.79258767-10.7694-10.773447283294-10.8068469617-10.72790167305-10.808119400078"
"500896136779486","10.730744814924-10.8585741-10.779492333935-10.741962426559-10.803321980356-10.79258767"
"501292240049036","10.7807903-10.766129429041-10.7899704-10.780833333333-10.8585741-10.726910700135-10.741962426559-10.803321980356-10.79258767-10.773447283294"
"502050883292358","10.730744814924-10.8585741-10.726910700135-10.741962426559-10.79258767-10.787859-10.773447283294"
"503159823190000","10.741962426559-10.7730503-10.729649866797-10.7694-10.801555428539-10.726910700135-10.808119400078"
"503202219861778","10.8171473-10.8585741-10.726910700135-10.784618187806-10.737977-10.804150856204-10.801555428539-10.726910700135-10.808119400078"
"504382579740186","10.791722808333-10.787594544051-10.7899704-10.7694-10.741962426559-10.80288639-10.773447283294-10.7694"
"505461316295107","10.730852785315-10.8585741-10.803321980356-10.803321980356-10.803321980356"
"506127689550525","10.726910700135-10.741962426559-10.79258767-10.79258767-10.8068469617"
"506519616178838","10.8585741-10.79258767-10.79258767-10.797913712459-10.787859-10.75"
"507563852747117","10.730744814924-10.780833333333-10.803321980356-10.803321980356-10.741962426559-10.803321980356-10.7694-10.79258767"
"508149802696009","10.771507966836-10.7829504-10.7829504-10.7777824-10.730744814924-10.780775419592-10.741962426559-10.7769528807-10.7769528807-10.7818051727-10.755595133788-10.7829504"
