"","V1"
"509821435847913","106.79328430398-106.682-106.75694444444-106.7607056-106.64089067849-106.7033615"
"510174425812339","106.7737198-106.7047577-106.6950871708-106.71979033289-106.6992957846-106.69495011742-106.690557775-106.64089067849-106.69050920894-106.7417328"
"510392759134995","106.70304728673-106.6992957846-106.690557775-106.69424160194-106.70758258023-106.63438665959-106.67391541154-106.61765917017"
"512685642227337","106.69241100724-106.6950871708-106.68817578305-105.85777777778-106.7047577-106.60165863424"
"513180892180206","106.69241100724-106.682-106.67917191982-106.7022018-106.6992957846-106.6950871708-106.7015-106.72180771764-106.7607056-106.682-106.682-106.690557775"
"513601645466348","106.70080555556-106.68441398812-106.68441398812-106.690557775-106.690557775"
"513677825474517","106.69241100724-106.7737198-106.71578443662-106.70636264325-106.7015-106.72180771764-106.7607056"
"513903832121776","106.72180771764-106.75694444444-106.690557775-106.690557775-106.64089067849-106.696373-106.71979033289"
"514499755386185","106.79328430398-106.70763201883-106.7047577-106.69358937319-106.690557775"
"515246135302389","106.72180771764-106.6313525-106.7607056-106.68441398812-106.6992957846-106.690557775-106.696373-106.63438665959-106.7006302-106.61765917017-106.70286708101"
"515950941898153","106.6992957846-106.69358937319-106.7296753-106.7607056-106.69495011742"
"516495948528594","106.6988678-106.70763201883-106.66667-106.7015-106.7607056-106.6992957846-106.7110663-106.6930771-106.70167668533"
"517512588411414","106.6992957846-106.690557775-106.685997-106.72802696-106.61765917017"
"518120085016384","106.6806717-106.7607056-106.69841-106.70060044635"
"518267068336260","106.79328430398-106.70283202505-106.6992957846-106.72197311559-106.72180771764-106.71979033289-106.69495011742-106.68441398812"
"518423154993346","106.69495011742"
"519274721574362","106.70304728673-106.63438665959"
"519599554880661","106.69215903458-106.7607056-106.696373-106.63438665959-106.70286708101"
"519778011521227","106.71979033289-106.61765917017-106.71979033289-106.70286708101"
"519899301512791","106.7075272-106.6811295-106.682-106.72197311559-106.75694444444-106.6529465-106.65482121754-106.6930771-106.713295-106.67654755-106.69111664667-106.70159954742-106.6874542"
"520184324811726","106.69495011742-106.690557775-106.64089067849-106.696373-106.63438665959-106.72993509444-106.6417389-106.61765917017-106.71979033289-106.70286708101"
"521116238039240","106.6992957846-106.69050920894-106.69841-106.63438665959-105.90870925333-106.6988678"
"521229684708796","106.79328430398-106.682-106.6806717-106.7607056-106.682-106.67391541154"
"523149284516658","106.682-106.70304728673-106.64089067849-106.65750606728-106.69424160194-106.65364089422"
"523210694495898","106.79328430398-106.7607056-106.64089067849-106.71979033289"
"523363061163447","106.70519849333-106.6611395-106.7607056-106.690557775-106.70286708101"
"523483477808212","106.6988678-106.70283202505-106.6611395-106.682-106.6992957846-106.690557775-106.64089067849-106.71572151-106.713295-106.69424160194-106.69771298045-106.6969735-106.703611111"
"523513861157679","106.79328430398-106.690557775-106.64089067849-106.66317146073-106.6946564-106.65364089422"
"525511284283916","106.69358937319-106.72197311559-106.7296753-106.7607056-106.6992957846-106.69495011742"
"526111384217445","106.7014299221-106.70304728673-106.70304728673-106.72984182833"
"527354960763420","106.68227894974-106.70763201883-106.682-106.682-106.72197311559-106.72180771764-106.75694444444-106.7296753-106.7607056-106.6992957846"
"527678787400423","106.69324462937-106.72180771764-106.7607056-106.68441398812-106.690557775"
"527814970726131","106.70763201883-106.66667-106.7047577-106.70481190705-106.6992957846-106.682-106.6286697-106.64913793909-106.7047577-106.69324462937-106.72197311559-106.7721379375-106.84798991-106.7607056-106.71979033289-106.68441398812-106.69495011742-106.68441398812-106.690557775-106.690557775-106.65750606728-106.72028048706-106.70763201883"
"529452507222509","106.72180771764-106.7607056-106.71979033289-106.69495011742-106.64089067849-106.72638888889-106.63438665959-106.61765917017-106.71979033289"
"529822440509153","106.7607056-106.6992957846-106.64089067849-106.63438665959-106.61784755225-106.70286708101"
"530429043805358","106.7607056-106.68441398812-106.696373-106.69424160194-106.7036972"
"531424223687375","106.72180771764-106.68441398812-106.690557775-106.64089067849-106.63438665959-106.85642390883-106.71979033289"
"532615413579840","106.79328430398-106.690557775-106.682-106.696373-106.6988678-106.70286708101"
"532656136892900","106.69495011742-106.64089067849-106.69050920894-106.70286708101"
"532947353534726","106.7607056-106.69495011742-106.64089067849-106.685997-106.60165863424-106.66739702225"
"533004343519772","106.70763201883-105.84945089507-106.75694444444-106.7296753-106.68970151-106.6902742472-106.690557775-106.7049713-106.7024765-107.07182413879-106.61765917017-106.70286708101"
"533667966789680","106.7022018-106.71979033289-106.6992957846-106.69495011742-106.64089067849"
"534795423351077","106.6994095-106.6950871708-106.72180771764-106.7296753-106.7607056-106.71979033289-106.85665970168-106.63438665959"
"535137073315462","106.71979033289-106.69495011742-106.690557775-106.63438665959-106.71979033289"
"535767539919145","106.6811295-106.6992957846-106.69495011742-106.682-106.690557775"
"535834386574516","106.682-106.7015-106.7607056-106.68441398812-106.64089067849-106.6946564-106.696373-106.69424160194-106.70682529841-106.61765917017-106.71979033289-106.70286708101"
"536429096515668","106.71979033289-106.6992957846-106.66667-106.71979033289"
"536887153136877","106.71979033289-106.6992957846-106.690557775-106.64089067849-106.696373-106.63438665959"
"539071572923158","106.72180771764-106.75694444444-106.7607056-106.61765917017-106.70286708101"
"539229266235695","106.6313525-106.64089067849-106.696373-106.70286708101"
"539326799554165","106.69241100724-106.7047577-106.7047577-106.6811295-106.7034455236-106.67917191982-106.70763201883-106.7047577-106.7057571-106.70304728673-106.7607056-106.71979033289-106.6992957846-106.68441398812-106.696373-106.69050920894-106.6963425-105.90870925333-106.7047577-106.71979033289"
"540261832809791","106.682-106.682-106.6992957846-106.69424160194-106.67391541154"
"540778819412533","106.6961178457-106.682-106.75694444444-106.690557775"
"540797939411151","106.6806717-106.7607056-106.690557775-106.64089067849-106.6262512-106.66977825687"
"540866352746073","106.79328430398-106.6992957846-106.72180771764-106.75694444444-106.7607056-106.690557775-106.685997-106.71979033289"
"541041122729517","106.66667-106.71979033289-106.69495011742-106.68441398812-106.64089067849-106.696373-106.70159954742"
"542351085930522","106.69241100724-106.7014299221-105.84945089507-106.7022018-106.6992957846-106.68145883296-106.72180771764-106.6313525-106.69849984932-106.690557775-106.70418538076-106.65750606728-106.66977825687"
"542864939199605","106.69241100724-106.682-106.682-106.64913793909-106.69358937319-106.68779625368-106.72180771764-106.75694444444-106.7607056-106.71979033289-106.6992957846-106.69495011742-106.682-106.6946564-106.696373-106.69771298045-106.654713825-106.60165863424-106.71979033289"
"543056339179487","106.7022018-106.6950871708"
"543455695829802","106.70763201883-106.7607056-106.69495011742-106.696373-106.61765917017-106.70286708101"
"543979835771434","106.7607056-106.6992957846-106.64089067849-106.61765917017"
"544063225748320","106.71979033289-106.69495011742-106.72638888889-106.61765917017-106.71979033289-106.70286708101"
"545905358906654","106.70763201883-106.79328430398-106.72197311559-106.72180771764"
"546639112159022","106.69241100724-106.70080555556-106.72180771764-106.7607056-106.690557775-106.64089067849"
"547149342102130","106.6992957846-106.72197311559-106.84798991-106.7296753-106.68441398812-106.7022018"
"547516175423930","106.72180771764-106.7607056-106.690557775-106.690557775-106.64089067849-106.71979033289"
"547643035385173","106.6806717-106.7015-106.68441398812-106.6842346-106.682-106.690557775-106.703611111"
"548548805311147","106.71979033289-106.685997-106.71979033289-106.684227"
"548892231931724","106.70283202505-106.71933129717-106.70763201883-106.6992957846-106.6950871708-106.70736002973-106.72180771764-106.75694444444-106.68970151-106.71979033289-106.69495011742-106.64089067849-106.802-106.63438665959-106.65364089422-106.61765917017-106.71979033289"
"549431708543476","106.69358937319-106.72180771764-106.7296753-106.7607056-106.7033615-106.69424160194-106.63438665959-106.65364089422"
"549538641871278","106.70763201883-106.7607056-106.64089067849-106.696373-106.70682529841-106.63438665959"
"550032095149990","106.70763201883-106.71979033289-106.6992957846-106.71979033289-106.70286708101"
"551059868404585","106.7015-106.7607056-106.71979033289-106.690557775-106.64089067849-106.79841756821-106.696373-106.63438665959-106.65364089422"
"551934978296072","106.72180771764-106.71979033289-106.690557775-106.64089067849-106.685997-106.696373-106.69050920894-106.65364089422-106.711407-106.71979033289"
"552214311597130","106.7607056-106.6992957846-106.69495011742-106.690557775-106.66851385307"
"552519028236898","106.68227894974-106.72180771764-106.6992957846-106.682-106.690557775-106.70286708101"
"553710531444429","106.70763201883-106.6811295-106.70481190705-106.6950871708-106.75694444444-106.6902742472-106.70763201883-106.70763201883-106.7296753"
"555165471305045","106.7607056-106.69495011742-106.64089067849-106.70682529841-106.6961517"
"555191574640980","106.70304728673-106.6988678-106.70283202505-106.6992957846-106.69495011742-106.682"
"555432984604555","106.75694444444-106.7607056-106.71979033289-106.6992957846-106.64089067849-106.63438665959-106.70286708101"
"556211824531940","106.7607056-106.69495011742-106.690557775-106.69050920894-106.63438665959-106.71979033289"
"556386637852586","106.7022018-106.70481190705-106.70481190705-106.70304728673-106.75694444444-106.7296753-106.6992957846-106.64089067849-106.69434841735-106.70682529841-106.72993509444-106.6961517-106.7164459-106.6988678"
"556693517816892","106.682-106.7022018-106.6806717-106.75694444444-106.68441398812-106.72070283579-106.68441398812-106.682-106.690557775-106.64089067849-106.696373"
"558137657675259","106.79328430398-106.70519849333-106.6286697-106.682-106.6992957846"
"558915347607334","106.682-106.7296753-106.685997-106.70758258023-106.72176687014"
"559615954200736","106.69241100724-106.79328430398-105.84945089507-106.7022018-106.72180771764-106.69495011742"
"560562204095876","106.682-106.72180771764-106.75694444444-106.7296753-106.690557775-106.7296753"
"560662524097405","106.70763201883-106.65482121754-106.71979033289-106.690557775-106.63438665959-106.70286708101"
"560869117404024","106.6286697-106.72180771764-106.75694444444-106.68441398812-106.69495011742-106.69424160194"
"560905920727715","106.6992957846"
"560936340721982","106.7296753-106.84798991-106.7296753-106.68970151-106.7607056-106.72984182833-106.6963425"
"562152920617181","106.72381019257-106.75694444444-106.84798991-106.682-106.70473966781-106.68070414717-106.7045288"
"562231203927883","105.84945089507-106.662824061-106.7607056-106.64089067849-106.696373-106.713295-106.69424160194-106.72993509444-106.61765917017"
"563282753836927","106.7098236-106.7296753-106.667-106.71979033289"
"563887893777068","106.69324462937-106.75694444444-106.68441398812-106.64089067849-106.7296753-106.72638888889-106.72973920659-106.70286708101"
"564378157044832","106.72180771764-106.75694444444-106.6992957846-106.69495011742-106.68441398812-106.690557775-106.61765917017"
"564784507011173","106.6950871708-106.72197311559-106.682-106.690557775-106.64089067849-106.7033615-106.69771298045"
"564922916992235","106.7075272-106.70481190705-106.7296753-106.70713766289"
"565708260247237","106.682-106.72180771764-106.70304728673-106.7296753-106.7607056-106.7110663-105.85777777778-106.7296753"
"567248783428999","106.7022018-106.682-106.7110663"
"567363706737657","106.66729028639-106.690557775-106.65750606728"
"567767733372047","106.72381019257-106.75694444444-106.68441398812-106.690557775-106.682-106.68070414717"
"568161470007706","106.7022018-106.72180771764-106.75694444444-106.84798991-106.7110663"
"572161542937082","106.70304728673-106.6994095-106.6961517-106.7014299221-106.6943283-106.7034455236-106.72180771764-106.75694444444-106.75143820838-106.6992957846-106.70199855042-106.7296753-106.7296753-106.72984182833-106.7296753-106.7296753"
"576978312454002","106.7607056-106.68441398812-106.690557775-106.696373-106.6417389"
"580247795461456","106.6988678-106.79328430398-106.66667-106.68441398812-106.685997-106.6946564"
"585266574953652","106.71979033289-106.69495011742-106.682-106.64089067849-106.72638888889-106.63438665959-106.61765917017-106.70286708101"
"587710671382257","106.70763201883-106.7022018-106.69894492325-106.68613586022-106.72197311559-106.72180771764-106.705658-106.84798991-106.68441398812-106.69849984932-106.7708851-106.7296753-106.7296753"
"588438194637783","106.70763201883-106.68474658203-106.7607056-106.690557775-106.65750606728-106.69424160194-106.7098236"
"589948644486630","106.69495011742-106.690557775-106.64089067849-106.71979033289-106.70286708101"
"593266240811774","106.7607056-106.690557775-106.69424160194-106.63438665959-106.703611111-106.61765917017-106.70286708101"
"594268804047130","106.70881032944-106.68816763083-106.72180771764-106.7607056-106.70495656-106.64089067849-106.682-106.67423232269"
"594886360651583","106.682-106.690557775-106.64089067849-106.7033615-106.7632446-106.70286708101"
"594932890644869","106.75694444444-106.69495011742-106.64089067849-106.70682529841-106.6963425-106.711407-106.7098236-106.6988678-106.72054156228"
"595204997295165","106.7075272-106.75694444444-106.70713766289-106.84798991-106.7296753-106.7296753-106.70531167299"
"604299643043472","106.66667-106.682-106.70286708101-106.70080555556"
"604517696354265","106.682-106.7296753-106.69980096946-106.69424160194-106.69050920894"
"605153882956178","106.7607056-106.64089067849-106.79841756821-106.70682529841"
"608709365933668","106.70763201883-106.682-106.71979033289-106.72638888889"
"610863502387795","106.72180771764-106.682-106.696373-106.69050920894-106.70280163624"
"612346562249880","106.84798991-106.68970151-106.7607056-106.6992957846"
"616069315198780","106.71979033289-106.690557775-106.64089067849-106.69424160194"
"617314225074105","106.70304728673-106.7022018-106.72180771764-106.75694444444-106.7607056-106.71979033289-106.69495011742-106.64089067849-106.685997-106.70602634292-106.69841"
"621521317986434","106.7296753-106.7607056-106.6992957846-106.690557775-106.696373-106.63438665959"
"621836847954386","106.7015-106.64089067849-106.69424160194-106.69050920894"
"625758314229025","106.7022018-106.7015-106.71979033289-106.6992957846-106.6241884-106.682-106.7737198"
"626469317493279","106.69241100724-106.6988678-106.7047577-106.66729028639-106.70763201883-106.69358937319-106.705658-106.71979033289-106.68613586022-106.682-106.66851385307-106.70602634292-106.70338059091-106.69841-106.69490278-105.90870925333-106.6722132054-106.75099489833"
"630907087049569","106.70405848694-106.7047577-106.68779625368-106.7047577-106.64913793909-106.7057571-106.7296753-106.6963425"
"631998980273148","106.696373-106.6653771157-106.6649165365"
"634638469972286","106.7607056-106.64089067849-106.66317146073-106.63438665959-106.72973920659-105.90870925333-106.7006302-106.71813203764-106.71979033289-106.70286708101"
"635649079909695","106.70763201883-106.66244984-106.7607056-106.6992957846-106.7296753-106.70329029588"
"641011606001289","106.6640573066-106.67917191982-106.70011027527-106.67784619184-106.682-106.6950871708-106.70304728673-106.84798991-106.6992957846-106.65770991516-106.6241884-106.690557775-106.682-106.7033615-106.768760934-106.67654755-106.72197311559-106.7164459-106.6988678-106.70280163624-106.70266-106.7047577-106.71979033289"
"642979752508325","106.6988678-106.71979033289-106.6992957846-106.690557775-106.85665970168-106.6988678"
"643211952487193","106.70304728673-106.6992957846-106.68441398812-106.64089067849"
"643579139115451","106.71979033289-106.69495011742-106.696373-106.63438665959-106.71904371941"
"643772309097071","106.6811295-106.70763201883-106.72180771764-106.84798991-106.7296753-106.68441398812-106.685997"
"646529075489587","105.84945089507-106.7014299221-106.6811295"
"646919525448406","106.7015-106.68970151-106.69050920894"
"648356888637256","106.6811295-106.72180771764-106.7607056-106.690557775-106.7737198-106.65611311028-106.70682529841"
"650245335117707","106.72180771764-106.68441398812-106.690557775-106.64089067849-106.696373"
"650934071716467","106.69358937319-106.7607056-106.71979033289-106.68441398812-106.690557775-106.690557775"
"652816658193379","106.7022018-106.75694444444-106.68441398812-106.690557775"
"653431448132899","106.70763201883-106.69894492325-106.70713766289-106.84798991-106.70763201883"
"654391061369473","105.84945089507-106.67917191982-106.7022018-106.75694444444-106.64089067849-105.90870925333"
"656073034532759","106.7015-106.71979033289-106.690557775-106.64089067849-106.685997"
"657825667692595","105.84945089507-106.68816763083-106.67423232269-106.6992957846-106.682-106.67784619184-106.6950871708-106.72197311559-106.72180771764-106.75694444444-106.7296753-106.6596985-106.69495011742-106.682-106.690557775-106.685997-105.85777777778"
"659818870825012","106.71979033289-106.690557775-106.64089067849-106.7632446-106.70286708101"
"660661580702842","106.6811295-106.72197311559-106.65482121754-106.71979033289-106.685997-106.70602634292"
"666390466796788","106.6806717-106.68817578305-106.75694444444-106.7110663-106.7296753-106.70763201883-105.90870925333"
"671843859585302","106.7047577-106.70763201883-106.70682529841-106.7047577"
"673446972795351","106.6806717-106.69495011742-106.690557775-106.7296753-106.71979033289"
"673460386129547","106.6950871708-106.64089067849-106.67391541154-106.71979033289"
"676793119124614","106.6806717-106.72180771764-106.75694444444-106.7607056-106.690557775"
"681013088699792","106.72180771764-106.7296753-106.6992957846-106.6241884-106.690557775-106.690557775"
"683968915072438","106.72180771764-106.75694444444-106.690557775-106.690557775-106.696373-106.71813203764"
"687356394734022","106.69358937319-106.7607056-106.6992957846"
"687641771371084","106.67917191982-106.70763201883-106.75694444444-106.70682529841"
"689083624559469","106.6286697-106.69324462937-106.7607056-106.6992957846-106.64089067849-106.63438665959-106.71813203764"
"692479154221494","106.6992957846-106.69495011742-106.68441398812-106.690557775-106.70602634292"
"692484414221500","106.64913793909-106.7296753-106.71979033289-106.7296753-106.70011027527-106.7296753"
"695153200619282","106.69241100724-106.70763201883-106.72180771764-106.6992957846-106.69495011742-106.690557775-106.69424160194-106.69599056664"
"696228443855427","106.6988678-106.7104479275-106.7022018-106.6806717-106.72180771764-106.64089067849"
"697756486990746","106.6961517-106.69894492325"
"698375650299059","106.68816763083-106.68923608697-106.67917191982-106.70286708101"
"700841190016491","106.72946533074-106.65482121754-106.65482121754-106.65482121754-106.65482121754"
"701059946694911","106.70763201883-106.7047577-106.75694444444-106.7296753-106.71979033289-106.72028048706-106.6946564-106.63438665959-106.72973920659-106.71979033289"
"701362016631658","106.70481190705-106.70481190705-106.70481190705-106.70481190705-106.70481190705-106.70481190705"
"705273589603943","106.7607056-106.71979033289-106.690557775-106.64089067849-106.696373-106.71979033289"
"708414719258002","106.71979033289-106.690557775-106.696373-106.66851385307"
"711196992346902","106.72180771764-106.7607056-106.68441398812-106.690557775-106.63438665959-106.703611111"
"713353622129100","106.70304728673-106.7296753-106.7110663-106.69424160194"
"713544618745555","106.7022018-106.690557775-106.64089067849-106.802-106.70682529841-106.7047577"
"714714581993034","106.713295-106.7607056-106.68441398812-106.690557775-106.690557775-106.71979033289-106.703611111"
"714966078604515","106.7022018-106.68613586022-106.75694444444-106.7296753-106.7296753"
"716852681749650","106.69894492325-106.70713766289-106.7075272-106.68439116-106.70713766289-106.68970151-106.69894492325-106.70713766289-106.68070414717-106.70473966781-106.70713766289-106.682"
"717903011675029","106.66667-106.70736002973-106.75694444444-106.768760934-106.69424160194-106.72638888889-106.63438665959-106.70286708101"
"718978871570754","106.6881027-106.72180771764-106.705658-106.682-106.690557775-106.6946564"
"719065998237524","106.682-106.70304728673-106.7296753"
"719855601482008","106.6953964-106.7161179-106.6987991-106.6992957846-106.70146316414-106.7296753-106.68004735184-106.6992957846-106.69495011742-106.65750606728-105.85777777778-106.70682529841-106.63438665959-106.68816115-106.71903735585-106.70286708101"
"722984001166423","106.68613586022-106.6806717-106.6956863-106.7110663-106.7708851-106.690557775-106.7296753"
"725951694216126","106.71979033289-106.69495011742-106.64089067849-106.696373-106.71979033289"
"726783144121341","106.70881032944-105.84945089507-106.6811295-106.70763201883-106.682-106.67784619184-106.6950871708-106.72180771764-106.70304728673-106.75694444444-106.69215903458-106.7015-106.7607056-106.68441398812-106.6992957846-106.69495011742-106.6241884-106.682-106.690557775-106.69111664667-106.69050920894-106.63438665959-105.85-106.703611111-106.67391541154-106.66667-106.6988678-106.71903735585-106.6988678-106.72054156228-106.70286708101"
"728066947338277","106.682-106.71979033289-106.64089067849-106.71979033289-106.70286708101"
"728220450642165","106.7047577-106.7015-106.69050920894-106.6963425-106.71979033289"
"728229983978860","106.70763201883-106.682-106.7022018-106.75694444444-106.84798991-106.7296753-106.682-106.690557775"
"730613557069860","106.70763201883-106.7296753-106.7607056-106.69495011742-106.72028048706-106.6946564-106.696373-106.69424160194-106.7021118103"
"731425573668695","106.7607056-106.690557775-106.690557775-106.64089067849-106.696373-106.66667"
"732281050238145","106.72180771764-106.71979033289-106.69495011742-106.63438665959"
"733407046759445","106.70481190705-106.7607056-106.71979033289-106.64089067849-106.685997"
"736112283191126","106.6842346-106.72477507064-106.69050920894-106.69111664667-106.61765917017-106.70286708101"
"736184043153596","106.682-106.7022018-106.72180771764-106.6992957846-106.690557775"
"736574873153137","106.7022018-106.68474658203-106.6806717-106.7296753-106.68441398812"
"737701309662788","106.69241100724-106.7014299221-106.6811295-106.7047577-106.6992957846-106.6950871708-106.72180771764-106.75694444444-106.7296753-106.65482121754-106.69495011742-106.68441398812-106.64089067849-106.72028048706-106.70663340759-106.6946564-106.713295-106.69424160194-106.70159954742-106.704361-106.684227"
"739325316199839","106.7014299221-106.7607056-106.64089067849-106.66667-106.6961517-106.71979033289"
"741193129319819","106.68779625368-106.7607056-106.68441398812-106.64089067849-106.768760934"
"742252329240883","106.75694444444-106.84798991-106.68970151-106.690557775"
"742505029188742","106.75694444444-106.696373-106.58468951138-106.71813203764"
"742674219199963","106.6811295-106.6992957846-106.7296753-106.7607056-106.72070283579-106.7110663-106.690557775-106.64089067849-106.7296753-106.69424160194-106.69050920894-106.684784-106.6759262"
"742711882501236","106.6968613-106.69241100724-106.6988678-106.7047577-106.682-106.68779625368-106.7022018-106.7047577-106.64913793909-106.6950871708-106.72197311559-106.7057571-106.72180771764-106.70304728673-106.7296753-106.7015-106.6992957846-106.682-106.690557775-106.64089067849-106.685997-106.6946564-106.67654755-106.69050920894-106.69490278-106.68779625368-106.703611111-105.90870925333-106.6988678-106.75099489833"
"743179219148011","106.69241100724-106.70405848694-106.70763201883-106.7022018-106.70011027527-106.72197311559-106.7296753-106.7296753"
"743974415734440","106.72180771764-106.7607056-106.69495011742-106.690557775-106.64089067849-106.685997"
"744647905668436","106.682-106.7607056-106.71979033289-106.69495011742-106.66317146073-106.64205386114-106.69424160194-106.72638888889-106.682-106.70329029588-106.70337684453-106.70682529841-106.61765917017-106.71979033289-106.70286708101"
"748156871994455","106.682-106.69495011742-106.65750606728-106.79841756821-106.63438665959"
"748287678650931","106.70736002973-106.7607056-106.6596985-106.64089067849-106.72638888889-106.7202988-106.70286708101"
"753474001425882","106.67917191982-106.7022018-106.72197311559-106.7015-106.72180771764-106.68441398812-106.7110663"
"753651941406048","106.6950871708-106.7015-106.7607056-106.684784-106.6767273-106.75099489833"
"753836064761614","106.70763201883-106.71979033289-106.693573-106.70159954742-106.63438665959-106.71979033289"
"754747988004343","106.72180771764-106.75694444444-106.7110663-106.690557775"
"755583684588001","106.72197311559-106.705658-106.68441398812-106.68441398812-106.68441398812-106.682-106.7110663"
"756387537820954","106.6611395-106.64089067849-106.65750606728-106.6994095-106.66667-106.67423232269-106.70602634292"
"758037080968079","106.6988678-106.7022018-106.682-106.72180771764-106.7607056-106.68441398812-106.6241884-106.64089067849-106.68779625368"
"758271054278851","106.70763201883-106.68439116-106.64913793909-106.70736002973-106.75694444444-106.7296753-106.70481190705"
"759014397564744","106.6950871708-106.72180771764-106.7607056-106.690557775-106.690557775-106.64089067849"
"760338004097228","106.7047577-106.682-106.72197311559-106.72180771764-106.7607056-106.696373-106.66851385307-106.65364089422"
"763511273776237","106.682-106.66667-106.682-106.690557775"
"764736363633093","106.6818237-106.79328430398-106.70682529841-106.61765917017"
"764764123630172","106.71979033289-106.682-106.7033615-106.69424160194-106.61765917017-106.70286708101"
"766103970160221","106.72180771764-106.7607056-106.71979033289-106.69495011742-106.690557775-106.64089067849-106.69424160194"
"766698590102673","106.6881027-106.68441398812-106.6842346-106.690557775-106.7296753-106.66977825687"
"767036236776544","106.6992957846-106.72180771764-106.75694444444-106.7607056-106.71979033289-106.69495011742-106.68441398812"
"767923733353775","106.67917191982-106.7022018-106.72197311559-106.72180771764-106.75694444444-106.7296753-106.68441398812-106.690557775"
"768042633341714","106.72381019257-106.75694444444-106.68970151-106.7607056-106.6992957846-106.64089067849-106.75099489833"
"769990746444431","106.69241100724-106.7025299-106.6811295-106.7022018-106.70304728673-106.7607056-106.65482121754-106.64089067849-106.69050920894-106.6969528-106.63438665959-106.65611311028-106.684784"
"771151099681189","106.7737198-106.70763201883-106.70636264325-106.690557775-106.64089067849-106.69111664667-106.69111664667-105.85-106.703611111"
"771244046354817","106.69241100724-106.682-106.70763201883-106.69894492325-106.690557775-106.64089067849"
"771505632953533","106.67917191982-106.7022018-106.72180771764-106.75694444444-106.69495011742-106.690557775-106.70398235321"
"772227329556231","106.75694444444-106.68441398812-106.68441398812-106.68441398812-106.69424160194"
"773330646112734","106.68227894974-106.682-106.70763201883-106.66667-106.68613586022-106.6950871708-106.6806717-106.72197311559-106.72180771764-106.705658-106.7296753-106.68970151-106.7607056-106.68441398812-106.68441398812-106.68441398812-106.682-106.69849984932-106.690557775-106.7296753-106.696373-106.72984182833-106.7296753-106.703611111-106.71979033289"
"773779482730493","106.79328430398-106.682-106.7022018-106.7047577-106.6992957846-106.69050920894-105.90870925333"
"773975659415436","106.6806717-106.70304728673-106.6992957846-106.690557775-106.69424160194"
"777188089076714","106.66667-106.70481190705-106.6992957846-106.69324462937-106.72197311559-106.72180771764-106.7296753-106.7015-106.7607056-106.690557775-106.79841756821-106.71903735585-106.696373-106.66667-106.69050920894"
"777401619073114","106.79328430398-106.70763201883-106.72197311559-106.72180771764-106.68970151-106.7607056-106.696373-106.71813203764-106.71979033289-106.70286708101"
"779490918818447","106.682-106.7022018-106.7015-106.705658"
"779761258836576","106.72197311559-106.70736002973-106.72180771764-106.70304728673-106.682-106.690557775-106.69424160194-106.684227"
"780538515424612","106.72180771764-106.70304728673-106.7015-106.69495011742-106.690557775-106.690557775-106.64089067849-106.69490278-106.71979033289-106.70286708101"
"781406191985725","106.71979033289-106.6596985-106.69495011742-106.64089067849-106.7039089-106.71904371941-106.71979033289"
"782741165171295","106.70304728673-106.64089067849-106.6988678"
"785071091639400","106.75694444444-106.64089067849-106.70473966781-106.69664-106.63438665959"
"785329451596424","105.84945089507-106.7022018-106.7607056-106.6992957846-106.69495011742-106.64089067849-106.71903735585-106.6946564-106.704361-106.6988678-106.71903735585"
"788317357957045","106.7607056-106.71979033289-106.68441398812-106.6992957846-106.69495011742-106.72993509444-106.60165863424-106.6961517-106.61765917017"
"788721994588196","106.68227894974-106.713295-106.7607056-106.713295"
"792583444197020","106.682-106.7022018-106.75694444444-106.7296753-106.7296753-106.70758258023-106.7296753"
"792803860830891","106.79328430398-106.70763201883-106.7607056-106.71979033289-106.70337684453"
"793252727487518","106.7022018-106.72180771764-106.69495011742-106.690557775-106.690557775"
"796741527119761","106.79328430398-106.7607056-106.690557775"
"797361617074450","106.6806717-106.75694444444-106.68441398812-106.685997-106.61765917017"
"797901256985747","106.70763201883-106.68779625368-106.7022018-106.69894492325-106.682-106.6950871708-106.72197311559-106.68779625368-106.72180771764-106.7296753-106.7607056-106.68779625368-106.696373-106.6930771-106.68779625368-106.69050920894-106.68779625368-106.6963425-105.90870925333-106.7047577"
"801196210006579","106.7047577-106.72197311559-106.6992957846-106.70495656-106.682-106.7110663-106.690557775-106.690557775"
"802238436552109","106.7047577-106.72180771764-106.7607056-106.69050920894-106.7047577"
"802540193225427","106.72180771764-106.7607056-106.69495011742-106.690557775-106.690557775-106.71979033289"
"802878073191317","106.70481190705-106.75694444444-106.84798991-106.7296753-106.68970151"
"805084949602568","106.6811295-106.7022018-106.7034455236-106.70763201883"
"815560251885803","106.70304728673-106.7296753-106.7015-106.7296753-106.7296753-106.72993509444"
"816784131778331","106.84798991-106.68970151-106.682-106.72638888889"
"818455904929727","106.72180771764-106.75694444444-106.705658-106.68441398812-106.68441398812-106.7110663"
"820277444751213","106.6811295-106.70763201883-106.7110663-106.7296753-106.70481190705-106.704361"
"823850057713147","106.70059578034-106.72180771764-106.7607056-106.64089067849-106.61765917017-106.70286708101"
"824814084305984","106.72180771764-106.64089067849-106.69841-106.6988678"
"825568154218668","106.684227-106.7075272-106.6811295-106.70481190705-106.68474658203-106.72197311559-106.70304728673-106.705658-106.6637878-106.7110663-106.690557775-106.71903735585-106.69050920894-106.682-106.69565677643-106.72993509444-105.90870925333"
