"","V1"
"414599392078162","106.682-106.7607056-106.69495011742-106.690557775-106.64089067849-106.696373-106.713295-106.69424160194"
"415045388700795","106.68816763083-106.72197311559-106.75694444444-106.7607056-106.690557775-106.6867828-106.6412045-106.63203477859"
"417103145153839","106.7047577-106.6950871708-106.69324462937-106.7296753"
"417376031789328","106.7022018-106.72180771764-106.7607056-106.71979033289-106.68441398812-106.68441398812-106.6992957846-106.68441398812-106.69495011742-106.68441398812-106.690557775-106.690557775-106.64089067849-106.72638888889-106.703611111"
"421832248016283","106.65482121754-106.682-106.69495011742-106.63438665959-106.654713825-106.70682529841-106.71813203764-106.72054156228-106.61765917017-106.71979033289"
"424027814453473","106.6988678-106.7607056-106.71979033289-106.69495011742-106.690557775-106.64089067849-106.70682529841"
"425133131020448","106.68441398812-106.68441398812"
"425358521008675","106.66667-106.68441398812-106.69490278"
"426160660911320","106.66001498062-106.69894492325-106.72197311559-106.72180771764-106.70304728673-106.84798991-106.7296753-106.68441398812-106.68441398812-106.68441398812-106.70763201883-106.690557775-106.690557775-106.72984182833-106.7296753"
"427463854124684","106.72197311559-106.70736002973-106.65482121754-106.71979033289-106.6992957846-106.69424160194-106.69771298045-106.65364089422-106.654713825-106.67391541154-106.72054156228-106.71979033289"
"428467067350670","106.71979033289-106.6969528-106.69841-106.71904371941"
"431016703774378","106.7607056-106.79841756821-106.70663340759-106.63438665959"
"431077113743758","106.68816763083-106.6992957846-106.64913793909-106.7607056-106.690557775-106.690557775-106.6915436"
"431568943719678","106.70763201883-106.7607056-106.690557775-106.64089067849-106.72638888889-106.6759262-106.68307222528-106.70286708101"
"431629380361713","106.7607056-106.682-106.690557775-106.690557775-106.685997-106.63438665959"
"432862853587844","106.68970151-106.63438665959-106.7024765-106.7296753-106.6988678-106.6988678-106.6988678-106.70286708101"
"433057513561589","106.7607056-106.696373-106.71979033289-106.71979033289"
"433200706871260","106.70763201883-106.72180771764-106.70304728673-106.75694444444-106.69434841735-106.70329029588-106.71813203764"
"433606973494655","106.70763201883-106.72028048706-105.85777777778-106.69050920894-106.71979033289"
"434633080062354","106.6988678-106.7022018-106.72180771764-106.71979033289-106.690557775-106.64089067849-106.685997"
"434654790068060","106.72180771764-106.7607056-106.6992957846-106.69495011742-106.690557775-106.64089067849-106.65750606728-106.654713825-106.70286708101"
"434733423404517","106.7022018-106.66667-106.75694444444-106.68970151-106.6992957846-106.68441398812-106.690557775-106.7296753"
"434822710051809","106.69241100724-106.69902420618-106.79841756821-106.69307215881-106.70060044635"
"435014956691478","106.685997-106.71979033289-106.69841-106.6988678-106.684227-106.6988678"
"435209683339371","106.75694444444-106.64089067849-106.72054156228"
"436659803203693","106.75694444444-106.68441398812-106.690557775-106.64089067849-106.685997-106.70286708101"
"437051459821810","106.70763201883-106.70481190705-106.70481190705-106.70481190705-106.70481190705"
"437117823155914","106.7022018-106.6992957846-106.72180771764-106.75694444444-106.7296753-106.68441398812-106.7110663-106.690557775"
"437942253073199","106.7607056-106.69424160194-106.682-106.63438665959-106.68284527939-106.61765917017"
"438497626347417","106.6992957846-106.7607056-106.6992957846-106.69495011742-106.70763201883-106.690557775-106.696373-106.66802465916-106.70286708101"
"438770566311705","106.6988678-106.682-106.7296753-106.68441398812-106.690557775"
"439603849580984","106.7607056-106.71979033289-106.69495011742-106.682-106.64089067849-106.696373-106.63438665959-106.61765917017"
"440227372829647","106.71979033289-106.64089067849-106.7006302-106.61765917017-106.70286708101"
"441801959356999","106.68441398812-106.6241884-106.690557775-106.64089067849-106.69424160194"
"442822525920982","106.70763201883-106.70713766289-106.68439116-106.70304728673-106.682-106.70713766289-106.70473966781-106.70713766289"
"443044709213659","106.70763201883-106.70286708101"
"443390785870385","106.70304728673-106.7607056-106.64089067849-106.66667"
"443446559177713","106.682-106.7607056-106.690557775-106.70286708101"
"445530322314058","106.69495011742-106.682-106.64089067849-106.72638888889"
"445619552295405","106.7022018-106.70304728673-106.7015-106.7296753"
"447314352120923","106.70763201883-106.70481190705-106.70304728673-106.72381019257-106.75694444444-106.6842346-106.72070283579-106.7110663-106.690557775-106.690557775"
"448059298716506","106.71979033289-106.690557775-106.63438665959-106.7417328-106.61765917017-106.70286708101"
"449296218608148","106.72180771764-106.7607056-106.71572151-106.6915436-106.69771298045-106.69841-106.67391541154"
"449445798585494","106.684227-106.70763201883-106.7296753-106.7607056-106.69495011742-106.64089067849-106.63438665959-106.60165863424-106.684227-106.72054156228-106.61765917017-106.71979033289"
"449467291925248","106.7607056-106.69495011742-106.690557775-106.64089067849-106.61765917017"
"450037791864047","106.6992957846-106.69495011742-106.682-106.690557775-106.690557775-106.64089067849-106.63438665959-106.70286708101"
"450149628521985","106.72180771764-106.7607056-106.68441398812-106.690557775-106.690557775-106.696373"
"450466538470827","106.68779625368-106.72180771764-106.75694444444-106.7607056"
"450738748448749","106.70304728673-106.70304728673-106.72381019257-106.7015-106.68970151-106.71979033289-106.68441398812-106.68441398812-106.70763201883-106.6241884-106.70763201883-106.690557775-106.690557775-106.69890864563-106.70763201883-106.69894492325-106.7296753-106.70758258023-106.72984182833-106.69050920894-106.7296753-106.70738639548-106.69111664667-106.72638888889-106.63438665959-106.654713825-106.6963425-106.70481190705-106.711407-106.72993509444-106.70763201883-106.60165863424-106.70667421438-106.68070414717-106.6961517-106.67391541154-106.7021118103-106.70682529841-106.72054156228-106.71979033289"
"450947648421969","106.68227894974-106.71979033289-106.68441398812-106.690557775-106.69424160194-106.71904371941-106.70286708101"
"451025245089370","106.79328430398-106.75694444444-106.7607056-106.690557775-106.690557775-106.768760934-106.693573"
"452102751642373","106.6909943-106.66825038646-106.69358937319-106.70509726977-106.6950871708-106.68441398812-106.73345281553-106.69129653645-106.70404717534-106.69902420618-105.85777777778-106.6924667-106.68172176667-106.6653771157-106.59981935942-106.68284527939"
"454659104742450","106.682-106.75694444444-106.7607056-106.71979033289-106.69495011742-106.682-106.690557775-106.71813203764-106.72054156228-106.71979033289"
"455596434623541","106.6992957846-106.71979033289-106.690557775-106.690557775"
"455822741295461","106.6867828-106.72180771764-106.6992957846-106.64089067849-106.69050920894-106.6992111"
"457613797776937","106.75694444444-106.705658-106.7296753-106.6992957846-106.70763201883-106.690557775-106.60165863424-106.684784-106.70286708101"
"458232394361795","106.71979033289-106.69495011742-106.69424160194-106.70758258023-106.7296753-106.6828308"
"459763414224128","106.6992957846-106.64089067849-106.72028048706-106.69424160194"
"462375870630778","106.7607056-106.71979033289-106.690557775-106.70602634292-106.63438665959-106.72054156228"
"462375950630770","106.6313525-106.7607056-106.690557775-106.64089067849-106.696373"
"464539187081610","106.68779625368-106.6313525-106.68441398812-106.690557775-106.690557775-106.685997"
"465274576989879","106.7047577-106.7047577-106.6950871708-106.7296753-106.7296753-106.7296753"
"465469283637514","106.69358937319-106.70736002973-106.7607056-106.69424160194-106.654713825"
"466007660245159","106.70763201883-106.7607056-106.69495011742-106.690557775-106.64089067849-106.66317146073-106.696373-106.67391541154-106.68816115-106.7006302-106.71979033289"
"466188870251315","106.69241100724-106.6867828-106.6806717-106.72180771764-106.68441398812-106.68441398812-106.690557775-106.67784619184"
"466608546844364","106.70763201883-106.68227894974-106.72180771764-106.84798991-106.7296753-106.682"
"467894660064257","106.7022018-106.72180771764-106.72381019257-106.75694444444-106.68970151-106.69424160194-106.72638888889-106.71813203764"
"469001606618204","106.68227894974-106.70763201883-106.6286697-106.7296753-106.71979033289-106.69495011742-106.690557775-106.82437254073-106.68307222528-106.61765917017-106.71979033289"
"469329439904964","106.7607056-106.69771298045-106.70286708101"
"469398059935128","106.662824061-106.68441398812-106.68441398812-106.68441398812-106.690557775-106.64089067849"
"469754813204262","106.70763201883-106.68441398812-106.63438665959-106.70286708101"
"470525663152772","106.7022018-106.6992957846-106.682-106.69424160194-106.66739702225"
"472369186279758","106.72180771764-106.7607056-106.61765917017-106.66977825687"
"472669539604035","106.70080555556-106.7022018-106.6806717-106.72180771764-106.75694444444-106.690557775"
"473027799524477","106.70481190705-106.71979033289-106.69495011742-106.690557775-106.690557775-106.67391541154-106.66739702225"
"473057772881230","106.70304728673-106.67917191982-106.68613586022-106.70713766289-106.84798991-106.7296753-106.7025299-106.68004735184-106.6888809-106.68441398812-106.682-106.69849984932-106.690557775-106.690557775-106.7296753-106.693573-106.7296753"
"473868122783324","106.70304728673-106.84798991-106.70713766289-106.70713766289"
"473960159475365","106.7607056-106.71979033289-106.69495011742-106.71979033289-106.70286708101"
"474118289441946","106.69358937319-106.72180771764-106.75694444444-106.7607056-106.690557775-106.768760934"
"474494562754927","106.79328430398-106.7607056-106.690557775-106.690557775-106.69424160194"
"474992689338230","106.64089067849-106.70663340759-106.696373-106.63438665959-106.61765917017"
"478602778968260","106.70080555556-106.75694444444-106.71979033289-106.6992957846-106.69495011742-106.682-106.690557775"
"481628508682423","106.6811295-106.72180771764-106.75694444444-106.6992957846-106.690557775"
"482752061926796","106.66729028639-106.7022018-106.72180771764-106.75694444444-106.70713766289-106.7296753"
"483061055187231","106.72180771764-106.7607056-106.690557775-106.64089067849-106.71979033289-106.63438665959"
"484006808435840","106.69241100724-106.690557775-106.69424160194-106.70286708101"
"484056645108661","106.7047577-106.7034455236-106.7047577-106.6286697-106.7047577-106.6950871708-106.68779625368-106.72180771764-106.7607056-106.71979033289-106.685997-106.66667"
"484282635086203","106.66667-106.690557775-106.690557775"
"484291718409248","106.75694444444-106.6992957846-106.69495011742-106.64089067849-106.696373-106.70286708101"
"484346231726681","106.79328430398-106.6992957846-106.7607056-106.69495011742-106.690557775-106.696373-106.65364089422-106.70286708101"
"484903858348228","106.70283202505-106.6992957846-106.69495011742"
"489106891271298","106.7607056-106.6992957846-106.690557775-106.690557775-106.64089067849-106.63438665959-106.65364089422-106.66667-106.70286708101"
"490917987736402","106.6811295-106.7022018-106.75694444444-106.6992957846-106.690557775-106.682-106.69841-106.63438665959-106.69490278"
"491323391040278","106.682-106.67423232269-106.70763201883-106.7022018-106.682-106.7607056-106.6992957846-106.68441398812-106.64089067849"
"492840054230193","106.7607056-106.71979033289-106.6992957846-106.69495011742-106.682-106.690557775-106.82437254073-106.69050920894-106.63438665959-106.703611111-106.6417389-106.61765917017-106.71979033289"
"493132844181060","106.71979033289-106.68441398812-106.68441398812-106.68441398812-106.68441398812-106.682-106.690557775-106.64089067849"
"493639604146555","106.69358937319-106.71979033289-106.696373-106.63438665959"
"495668803924783","106.6961178457-106.682-106.69358937319-106.72197311559-106.72180771764-106.7607056-106.71979033289-106.682-106.69495011742"
"495946033916246","106.70713766289-106.70713766289-106.70713766289-106.70713766289-106.70713766289-106.70713766289"
"496010790577223","106.71979033289-106.68441398812-106.64089067849-106.65750606728-106.662824061"
"496733093842097","106.75694444444-106.7607056-106.71979033289-106.69495011742-106.690557775-106.64089067849-106.63438665959-106.67391541154-106.71904371941"
"496744447165828","106.6992957846-106.72197311559-106.72180771764-106.7607056-106.71979033289-106.690557775-106.64089067849-106.69424160194-106.63438665959-106.69719203186-106.70286708101"
"497129763779869","106.6992957846-106.64089067849-106.696373-106.69301749212-106.69841"
"497255913789754","106.7022018-106.71979033289-106.6992957846-106.69495011742-106.690557775-106.64089067849"
"497759277070685","106.7607056-106.6992957846-106.69495011742-106.685997-106.682422003"
"497776730383774","106.72180771764-106.75694444444-106.68441398812-106.68441398812-106.690557775-106.64089067849-106.65364089422"
"498001127028670","106.70881032944-106.71979033289-106.68441398812-106.682-106.69841"
"499130986927936","106.7607056-106.690557775-106.64089067849-106.71979033289"
"499259940254124","106.682-106.690557775-106.64089067849-106.79841756821-106.7021118103-106.61765917017-106.70286708101"
"499389476898835","106.7607056-106.71979033289-106.68441398812-106.6992957846-106.68441398812-106.690557775-106.64089067849-106.79841756821-106.69841-106.703611111-106.682-106.684784-106.70286708101"
"500427516800893","106.6988678-106.70763201883-106.70304728673-106.75694444444-106.71979033289-106.6992957846-106.682-106.690557775-106.69424160194"
"500843930077574","106.690557775-106.63438665959-106.71979033289"
"500861113420487","106.72180771764-106.75694444444-106.6992957846-106.69495011742-106.690557775-106.690557775-106.682-106.69424160194-106.63438665959-106.71813203764-106.70286708101"
"500896136779486","106.72180771764-106.7607056-106.6992957846-106.69495011742-106.68441398812-106.690557775"
"501292240049036","106.6988678-106.70763201883-106.7022018-106.75694444444-106.7607056-106.71979033289-106.69495011742-106.68441398812-106.690557775-106.69424160194"
"502050883292358","106.72180771764-106.7607056-106.71979033289-106.69495011742-106.690557775-106.696373-106.69424160194"
"503159823190000","106.69495011742-106.693573-106.70337684453-106.682-106.61765917017-106.71979033289-106.70286708101"
"503202219861778","106.7296753-106.7607056-106.71979033289-106.66802465916-106.7249069-106.65611311028-106.61765917017-106.71979033289-106.70286708101"
"504382579740186","106.65384453997-106.6961178457-106.7022018-106.682-106.69495011742-106.71572151-106.69424160194-106.682"
"505461316295107","106.72197311559-106.7607056-106.68441398812-106.68441398812-106.68441398812"
"506127689550525","106.71979033289-106.69495011742-106.690557775-106.690557775-106.63438665959"
"506519616178838","106.7607056-106.690557775-106.690557775-106.64089067849-106.696373-106.66667"
"507563852747117","106.72180771764-106.75694444444-106.68441398812-106.68441398812-106.69495011742-106.68441398812-106.682-106.690557775"
"508149802696009","106.70405848694-106.7047577-106.7047577-106.6811295-106.72180771764-106.68613586022-106.69495011742-106.684396047-106.684396047-106.69685943794-106.69050920894-106.7047577"
"508592469316630","106.68227894974-106.6992957846-106.72180771764-106.7607056-106.71979033289-106.69495011742-106.64089067849-106.63438665959-106.70286708101"
"509287069249674","106.66667-106.6992957846-106.690557775-106.64089067849-106.63438665959"
"509510289222240","106.70881032944-106.6992957846-106.69495011742-106.690557775-106.690557775"
